velocity_X,Y,agent_skin,velocity_Z,X,pitch,yaw,Z,velocity_Y,tick,steamid,name
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,21,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,21,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,21,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,21,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,21,76561199557907229,shawty#)$@
-0.015625,1979.2565,customplayer_t_map_based,0.0,489.93314,79.59836,55.548584,132.53125,116.36719,21,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,21,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,21,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,21,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,22,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,22,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,22,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,22,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,22,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,22,76561199557907229,shawty#)$@
-0.015625,1980.7914,customplayer_t_map_based,0.0,489.9329,79.59836,55.548584,132.53125,106.921875,22,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,22,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,22,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,22,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,23,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,23,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,23,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,23,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,23,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,23,76561199557907229,shawty#)$@
-0.015625,1982.2017,customplayer_t_map_based,0.0,489.93265,79.59836,55.548584,132.53125,98.234375,23,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,23,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,23,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,23,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,24,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,24,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,24,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,24,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,24,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,24,76561199557907229,shawty#)$@
-0.015625,1983.4972,customplayer_t_map_based,0.0,489.9324,79.59836,55.548584,132.53125,90.25781,24,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,24,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,24,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,24,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,25,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,25,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,25,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,25,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,25,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,25,76561199557907229,shawty#)$@
-0.015625,1984.6869,customplayer_t_map_based,0.0,489.93216,79.59836,55.548584,132.53125,82.91406,25,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,25,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,25,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,25,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,26,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,26,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,26,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,26,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,26,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,26,76561199557907229,shawty#)$@
-0.015625,1985.775,customplayer_t_map_based,0.0,489.93192,79.59836,55.548584,132.53125,76.140625,26,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,26,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,26,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,26,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,27,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,27,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,27,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,27,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,27,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,27,76561199557907229,shawty#)$@
-0.015625,1986.7616,customplayer_t_map_based,0.0,489.93167,79.59836,55.548584,132.53125,69.640625,27,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,27,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,27,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,27,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,28,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,28,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,28,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,28,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,28,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,28,76561199557907229,shawty#)$@
-0.015625,1987.6466,customplayer_t_map_based,0.0,489.93143,79.59836,55.548584,132.53125,63.140625,28,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,28,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,28,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,28,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,29,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,29,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,29,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,29,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,29,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,29,76561199557907229,shawty#)$@
-0.015625,1988.43,customplayer_t_map_based,0.0,489.93118,79.59836,55.548584,132.53125,56.640625,29,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,29,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,29,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,29,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,30,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,30,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,30,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,30,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,30,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,30,76561199557907229,shawty#)$@
-0.015625,1989.1119,customplayer_t_map_based,0.0,489.93097,79.59836,55.548584,132.53125,50.140625,30,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,30,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,30,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,30,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,31,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,31,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,31,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,31,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,31,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,31,76561199557907229,shawty#)$@
-0.013671875,1989.6923,customplayer_t_map_based,0.0,489.93076,79.59836,55.548584,132.53125,43.640625,31,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,31,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,31,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,31,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,32,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,32,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,32,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,32,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,32,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,32,76561199557907229,shawty#)$@
-0.013671875,1990.171,customplayer_t_map_based,0.0,489.93054,79.59836,55.548584,132.53125,37.140625,32,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,32,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,32,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,32,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,33,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,33,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,33,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,33,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,33,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,33,76561199557907229,shawty#)$@
-0.013671875,1990.5482,customplayer_t_map_based,0.0,489.93033,79.59836,55.548584,132.53125,30.640625,33,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,33,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,33,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,33,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,34,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,34,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,34,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,34,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,34,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,34,76561199557907229,shawty#)$@
-0.013671875,1990.8239,customplayer_t_map_based,0.0,489.9301,79.59836,55.548584,132.53125,24.140625,34,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,34,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,34,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,34,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,35,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,35,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,35,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,35,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,35,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,35,76561199557907229,shawty#)$@
-0.013671875,1990.9979,customplayer_t_map_based,0.0,489.92993,79.59836,55.548584,132.53125,17.640625,35,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,35,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,35,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,35,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,36,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,36,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,36,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,36,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,36,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,36,76561199557907229,shawty#)$@
-0.01171875,1991.0704,customplayer_t_map_based,0.0,489.92978,79.59836,55.548584,132.53125,11.140625,36,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,36,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,36,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,36,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,37,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,37,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,37,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,37,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,37,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,37,76561199557907229,shawty#)$@
-0.009765625,1991.0704,customplayer_t_map_based,0.0,489.92978,79.59836,55.548584,132.53125,4.640625,37,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,37,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,37,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,37,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,38,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,38,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,38,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,38,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,38,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,38,76561199557907229,shawty#)$@
0.0,1991.0704,customplayer_t_map_based,0.0,489.92978,79.59836,55.548584,132.53125,0.0,38,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,38,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,38,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,38,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,39,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,39,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,39,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,39,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,39,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,39,76561199557907229,shawty#)$@
0.0,1991.0704,customplayer_t_map_based,0.0,489.92978,79.59836,55.548584,132.53125,0.0,39,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,39,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,39,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,39,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,40,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,40,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,40,76561198002613044,frees.tyler
0.0,309.48615,customplayer_t_map_based,0.0,-320.05115,4.7279053,96.050385,1.7562447,0.0,40,76561198274174345,zig
0.0,2433.7336,customplayer_ct_map_based,0.0,334.36874,0.0,-129.99985,-120.36255,0.0,40,76561199433997570,Simple Dimple skins.army
0.0,2191.7769,customplayer_ct_map_based,0.0,83.624,1.4309692,-156.7526,-124.53638,0.0,40,76561199557907229,shawty#)$@
0.0,1991.0704,customplayer_t_map_based,0.0,489.92978,79.59836,55.548584,132.53125,0.0,40,76561198049602148,Moon
0.0,2333.2341,customplayer_ct_map_based,0.0,359.003,-0.1387024,-154.91272,-119.11853,0.0,40,76561199068251294,prosto bo$$
0.0,-470.3335,customplayer_t_map_based,0.0,-250.9367,9.627457,144.14029,9.03125,0.0,40,76561198171814417,Faat
0.0,1917.5593,customplayer_t_map_based,0.0,-529.78925,1.5487366,24.457977,-119.98871,0.0,40,76561199052717313,Worfy
0.0,2439.0117,customplayer_ct_map_based,0.0,182.24991,-4.4731445,-9.340088,-120.96875,0.0,41,76561199256543526,Wybaczam.oficjalnie skins.army
0.0,2010.0741,customplayer_ctm_st6_variantg,0.0,-57.90918,-0.48098755,172.78506,-121.4375,0.0,41,76561199826895670,RME | Пацан
0.0,-808.0,customplayer_t_map_based,0.0,-1015.0,0.0,-177.00005,116.08262,0.0,41,76561198002613044,frees.tyler
