usercmd_viewangle_y,usercmd_impulse,usercmd_viewangle_x,tick,steamid,name
144.14038,0.0,9.627456,16,76561198171814417,Faat
24.4579,0.0,1.5488039,16,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,17,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,17,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,17,76561198002613044,frees.tyler
96.05051,0.0,4.727787,17,76561198274174345,zig
-129.99985,0.0,0.0,17,76561199433997570,Simple Dimple skins.army
-156.75258,0.0,1.4309297,17,76561199557907229,shawty#)$@
55.548447,0.0,79.598305,17,76561198049602148,Moon
-154.91289,0.0,-0.13860004,17,76561199068251294,prosto bo$$
144.14038,0.0,9.627456,17,76561198171814417,Faat
24.4579,0.0,1.5488039,17,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,18,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,18,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,18,76561198002613044,frees.tyler
96.05051,0.0,4.727787,18,76561198274174345,zig
-129.99985,0.0,0.0,18,76561199433997570,Simple Dimple skins.army
-156.75258,0.0,1.4309297,18,76561199557907229,shawty#)$@
55.548447,0.0,79.598305,18,76561198049602148,Moon
-154.91289,0.0,-0.13860004,18,76561199068251294,prosto bo$$
144.14038,0.0,9.627456,18,76561198171814417,Faat
24.4579,0.0,1.5488039,18,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,19,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,19,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,19,76561198002613044,frees.tyler
96.05051,0.0,4.727787,19,76561198274174345,zig
-129.99985,0.0,0.0,19,76561199433997570,Simple Dimple skins.army
-156.75258,0.0,1.4309297,19,76561199557907229,shawty#)$@
55.548447,0.0,79.598305,19,76561198049602148,Moon
-154.91289,0.0,-0.13860004,19,76561199068251294,prosto bo$$
144.14038,0.0,9.627456,19,76561198171814417,Faat
24.4579,0.0,1.5488039,19,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,20,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,20,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,20,76561198002613044,frees.tyler
96.05051,0.0,4.727787,20,76561198274174345,zig
-129.99985,0.0,0.0,20,76561199433997570,Simple Dimple skins.army
-156.75258,0.0,1.4309297,20,76561199557907229,shawty#)$@
55.548447,0.0,79.598305,20,76561198049602148,Moon
-154.91289,0.0,-0.13860004,20,76561199068251294,prosto bo$$
144.14038,0.0,9.627456,20,76561198171814417,Faat
24.4579,0.0,1.5488039,20,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,21,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,21,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,21,76561198002613044,frees.tyler
96.05051,0.0,4.727787,21,76561198274174345,zig
-129.99985,0.0,0.0,21,76561199433997570,Simple Dimple skins.army
-156.75258,0.0,1.4309297,21,76561199557907229,shawty#)$@
55.548447,0.0,79.598305,21,76561198049602148,Moon
-154.91289,0.0,-0.13860004,21,76561199068251294,prosto bo$$
144.14038,0.0,9.627456,21,76561198171814417,Faat
24.4579,0.0,1.5488039,21,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,22,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,22,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,22,76561198002613044,frees.tyler
96.05051,0.0,4.727787,22,76561198274174345,zig
-129.99985,0.0,0.0,22,76561199433997570,Simple Dimple skins.army
-156.75258,0.0,1.4309297,22,76561199557907229,shawty#)$@
55.548447,0.0,79.598305,22,76561198049602148,Moon
-154.91289,0.0,-0.13860004,22,76561199068251294,prosto bo$$
144.14038,0.0,9.627456,22,76561198171814417,Faat
24.4579,0.0,1.5488039,22,76561199052717313,Worfy
-9.340018,0.0,-4.4731865,23,76561199256543526,Wybaczam.oficjalnie skins.army
172.78522,0.0,-0.48114967,23,76561199826895670,RME | Пацан
-177.00005,0.0,0.0,23,76561198002613044,frees.tyler
96.05051,0.0,4.727787,23,76561198274174345,zig
