usercmd_viewangle_y,usercmd_impulse,usercmd_viewangle_x,tick,steamid,name
-86.402016,0.0,5.767415,144813,76561199826895670,RME | Пацан
,,,144813,76561198002613044,frees.tyler
,,,144813,76561198274174345,zig
,,,144813,76561199433997570,Simple Dimple skins.army
,,,144813,76561199557907229,shawty#)$@
,,,144813,76561198049602148,Moon
-39.19677,0.0,2.3992703,144813,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144813,76561198171814417,Faat
165.62042,0.0,-4.5759516,144813,76561199052717313,Worfy
,,,144814,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144814,76561199826895670,RME | Пацан
,,,144814,76561198002613044,frees.tyler
,,,144814,76561198274174345,zig
,,,144814,76561199433997570,Simple Dimple skins.army
,,,144814,76561199557907229,shawty#)$@
,,,144814,76561198049602148,Moon
-39.19677,0.0,2.3992703,144814,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144814,76561198171814417,Faat
165.62042,0.0,-4.5759516,144814,76561199052717313,Worfy
,,,144815,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144815,76561199826895670,RME | Пацан
,,,144815,76561198002613044,frees.tyler
,,,144815,76561198274174345,zig
,,,144815,76561199433997570,Simple Dimple skins.army
,,,144815,76561199557907229,shawty#)$@
,,,144815,76561198049602148,Moon
-39.19677,0.0,2.3992703,144815,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144815,76561198171814417,Faat
165.62042,0.0,-4.5759516,144815,76561199052717313,Worfy
,,,144816,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144816,76561199826895670,RME | Пацан
,,,144816,76561198002613044,frees.tyler
,,,144816,76561198274174345,zig
,,,144816,76561199433997570,Simple Dimple skins.army
,,,144816,76561199557907229,shawty#)$@
,,,144816,76561198049602148,Moon
-39.19677,0.0,2.3992703,144816,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144816,76561198171814417,Faat
165.62042,0.0,-4.5759516,144816,76561199052717313,Worfy
,,,144817,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144817,76561199826895670,RME | Пацан
,,,144817,76561198002613044,frees.tyler
,,,144817,76561198274174345,zig
,,,144817,76561199433997570,Simple Dimple skins.army
,,,144817,76561199557907229,shawty#)$@
,,,144817,76561198049602148,Moon
