tick,steamid,name
1761,76561198171814417,Faat
1761,76561198049602148,Moon
1761,76561198002613044,frees.tyler
1761,76561198274174345,zig
1761,76561199052717313,Worfy
1761,76561199433997570,Simple Dimple skins.army
1761,76561199256543526,Wybaczam.oficjalnie skins.army
1761,76561199826895670,RME | Пацан
1761,76561199557907229,shawty#)$@
1761,76561199068251294,prosto bo$$
