entityid,tick,user_name,user_steamid,x,y,z
498,36694,frees.tyler,76561198002613044,743.4693,573.5328,2.29186
420,58697,frees.tyler,76561198002613044,-1778.1782,1265.5203,36.319935
85,78478,frees.tyler,76561198002613044,-1767.8301,1195.2701,33.718857
130,78799,Wybaczam.oficjalnie skins.army,76561199256543526,-434.35507,246.18565,-0.030295439
