aim_punch_x,aim_punch_y,aim_punch_z,attack_tick_count,attack_tick_frac,attacker_name,attacker_steamid,damage_dir_x,damage_dir_y,damage_dir_z,distance,in_air,inaccuracy_air,inaccuracy_move,inaccuracy_total,no_scope,num_penetrations,recoil_index,render_tick_count,render_tick_frac,shoot_ang_x,shoot_ang_y,shoot_ang_z,tick,type,victim_name,victim_steamid
-0.68806565,0.029388431,4.143487e-08,34061,0.5084145,Simple Dimple skins.army,76561199433997570,-0.076905996,-0.9969708,-0.011599901,926.168,False,0.0,0.0,0.009933023,False,0,2.2085927,34057,0.23640828,0.58563805,-94.324165,4.143487e-08,31592,2,zig,76561198274174345
0.0,0.0,0.0,34112,0.44822693,prosto bo$$,76561199068251294,-0.008048774,-0.99958175,0.027777407,3008.0015,False,0.0,0.0,0.0030000005,False,0,0.0,34108,0.17019892,-1.567208,-90.60951,0.0,31642,0,Faat,76561198171814417
-0.2099805,-0.10851977,-2.0082004e-08,34164,0.9464032,frees.tyler,76561198002613044,0.96323115,-0.23503079,0.13017786,734.5364,False,0.0,0.09976683,0.110515326,False,0,1.0,34159,0.6039726,-8.031986,-13.614359,-2.0082004e-08,31694,2,Simple Dimple skins.army,76561199433997570
-1.3009362,0.00144961,1.3028391e-10,34171,0.3464033,frees.tyler,76561198002613044,0.9633369,-0.23343992,0.1322415,731.44324,False,0.0,0.0,0.0125328,False,0,2.0,34165,0.77109665,-8.1613245,-13.589751,2.8270348e-05,31701,1,Simple Dimple skins.army,76561199433997570
-6.3098044,0.46303412,-3.6240255e-07,34190,0.5464036,frees.tyler,76561198002613044,0.9631012,-0.23366404,0.13355564,728.7361,False,0.0,0.0,0.017566442,False,0,5.0,34184,0.66102624,-8.092812,-13.537806,-3.4905588e-07,31720,1,Simple Dimple skins.army,76561199433997570
-0.18519567,0.040461905,1.00963655e-08,34277,0.2288115,Simple Dimple skins.army,76561199433997570,-0.95310885,0.24783488,-0.17367019,747.65967,False,0.0,0.014547848,0.0231504,False,0,1.0,34272,0.58810836,10.1071,165.3804,-0.0003328752,31808,1,frees.tyler,76561198002613044
-0.7596719,0.071499385,7.07151e-08,34282,0.98881173,Simple Dimple skins.army,76561199433997570,-0.95504856,0.22648814,-0.19127357,758.9727,False,0.0,0.016129317,0.027324233,False,0,2.0,34278,0.05770765,10.759035,167.9751,7.07151e-08,31813,2,frees.tyler,76561198002613044
-1.7056315,-0.20210567,7.504701e-09,34288,0.74881196,Simple Dimple skins.army,76561199433997570,-0.95721924,0.23759574,-0.16516528,748.07526,False,0.0,0.0,0.012447824,False,0,3.0,34284,0.64647555,9.923832,165.70784,7.504701e-09,31819,2,frees.tyler,76561198002613044
-0.18519567,0.040461905,1.00963655e-08,34826,0.5066216,Simple Dimple skins.army,76561199433997570,0.0068390714,-0.99977714,-0.019973738,989.16034,False,0.0,0.0,0.008602552,False,0,1.0,34821,0.83638316,0.85866797,-89.597664,3.425757e-06,32357,1,Moon,76561198049602148
0.0,0.0,0.0,34835,0.1499616,Moon,76561198049602148,-0.0001698535,0.9998274,0.018578552,990.7003,False,0.0,0.0,0.005083101,False,0,0.0,34830,0.54061335,-1.0527018,90.012535,0.0,32365,0,Simple Dimple skins.army,76561199433997570
