assistedflash,assister_name,assister_steamid,attacker_name,attacker_steamid,attackerblind,attackerinair,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,thrusmoke,tick,user_name,user_steamid,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe
False,,,frees.tyler,76561198002613044,False,False,14.238933,6,31,0,False,stomach,True,False,0,0,False,132292,Wybaczam.oficjalnie skins.army,76561199256543526,m4a1_silencer,17293822569176760380,50969993449,,0
False,,,frees.tyler,76561198002613044,False,False,7.168394,19,89,0,True,head,True,False,0,0,False,132528,Simple Dimple skins.army,76561199433997570,m4a1_silencer,17293822569176760380,50969993449,,0
False,,,prosto bo$$,76561199068251294,False,False,17.378366,4,18,0,False,stomach,True,False,0,0,False,132716,zig,76561198274174345,p90,17293822569102704659,0,,0
False,,,frees.tyler,76561198002613044,False,False,16.743994,18,85,0,True,head,True,False,0,0,False,132737,prosto bo$$,76561199068251294,m4a1_silencer,17293822569176760380,50969993449,,0
False,frees.tyler,76561198002613044,Faat,76561198171814417,False,False,21.754099,5,27,0,False,stomach,True,False,0,0,False,135851,prosto bo$$,76561199068251294,m4a1,17293822569179054096,51475141060,,0
False,,,Faat,76561198171814417,False,False,22.650347,0,125,0,True,head,True,False,0,0,False,136011,RME | Пацан,76561199826895670,m4a1,17293822569179054096,51475141060,,0
False,,,Faat,76561198171814417,False,False,13.812954,4,22,0,False,chest,True,False,0,0,False,136029,Simple Dimple skins.army,76561199433997570,m4a1,17293822569179054096,51475141060,,0
False,,,zig,76561198274174345,False,False,10.090235,0,141,0,True,head,True,False,0,0,False,136132,Wybaczam.oficjalnie skins.army,76561199256543526,ak47,17293822569102704647,0,,0
False,,,Wybaczam.oficjalnie skins.army,76561199256543526,False,False,25.085516,15,107,0,True,head,True,False,0,0,False,139367,Moon,76561198049602148,ak47,17293822569102704647,0,,0
False,,,Simple Dimple skins.army,76561199433997570,False,False,13.185242,4,16,0,False,chest,True,False,0,0,False,139543,frees.tyler,76561198002613044,mp7,17293822569193537569,51147395006,,0
False,,,zig,76561198274174345,False,False,6.9657764,16,110,0,True,head,True,False,0,0,False,140225,Simple Dimple skins.army,76561199433997570,ak47,17293822569102704647,0,,0
False,frees.tyler,76561198002613044,zig,76561198274174345,False,False,30.358465,3,26,0,False,right_arm,True,False,0,0,False,140820,Wybaczam.oficjalnie skins.army,76561199256543526,ak47,17293822569102704647,0,,0
False,Simple Dimple skins.army,76561199433997570,RME | Пацан,76561199826895670,False,False,30.776518,25,285,0,True,head,True,False,0,0,False,141022,zig,76561198274174345,ssg08,17293822569187180584,47289517132,,0
False,prosto bo$$,76561199068251294,RME | Пацан,76561199826895670,False,False,21.14432,5,9,0,False,stomach,True,False,1,0,False,142148,Worfy,76561199052717313,glock,17293822569102901252,49658502755,,0
False,Worfy,76561199052717313,Faat,76561198171814417,False,False,24.466415,4,21,0,False,chest,True,False,0,0,False,143590,prosto bo$$,76561199068251294,m4a1,17293822569179054096,51475141060,,0
False,,,RME | Пацан,76561199826895670,False,False,15.056653,18,85,0,True,head,True,False,0,0,False,143623,Faat,76561198171814417,m4a1_silencer,17293822569176760380,50969993449,,0
False,,,RME | Пацан,76561199826895670,False,False,0.0,0,125,0,False,-1,True,False,0,0,False,143734,RME | Пацан,76561199826895670,world,,,,0
