defindex,item,silent,tick,user_name,user_steamid
42,knife,False,15401,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,15401,Wybaczam.oficjalnie skins.army,76561199256543526
42,knife,False,15401,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,15401,Simple Dimple skins.army,76561199433997570
42,knife,False,15401,shawty#)$@,76561199557907229
61,hkp2000,False,15401,shawty#)$@,76561199557907229
518,knife,False,15401,RME | Пацан,76561199826895670
61,hkp2000,False,15401,RME | Пацан,76561199826895670
49,c4,False,15401,Moon,76561198049602148
51,vesthelm,False,15464,shawty#)$@,76561199557907229
51,vesthelm,False,15567,zig,76561198274174345
51,vesthelm,False,15587,prosto bo$$,76561199068251294
51,vesthelm,False,15627,Simple Dimple skins.army,76561199433997570
7,ak47,False,15630,Worfy,76561199052717313
50,vest,False,15649,Worfy,76561199052717313
34,mp9,False,15658,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,15677,Wybaczam.oficjalnie skins.army,76561199256543526
46,molotov,False,15729,frees.tyler,76561198002613044
44,hegrenade,False,15748,frees.tyler,76561198002613044
51,vesthelm,False,15762,prosto bo$$,76561199068251294
45,smokegrenade,False,15763,frees.tyler,76561198002613044
43,flashbang,False,15776,frees.tyler,76561198002613044
50,vest,False,15783,shawty#)$@,76561199557907229
33,mp7,False,15794,Simple Dimple skins.army,76561199433997570
45,smokegrenade,False,15816,Worfy,76561199052717313
45,smokegrenade,False,15826,Simple Dimple skins.army,76561199433997570
43,flashbang,False,15830,Worfy,76561199052717313
51,vesthelm,False,15833,Moon,76561198049602148
1,deagle,False,15847,shawty#)$@,76561199557907229
40,ssg08,False,15852,Faat,76561198171814417
43,flashbang,False,15859,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,15877,Faat,76561198171814417
1,deagle,False,15890,prosto bo$$,76561199068251294
45,smokegrenade,False,15892,Faat,76561198171814417
60,m4a1,False,15907,Moon,76561198049602148
43,flashbang,False,15949,Moon,76561198049602148
45,smokegrenade,False,15972,Moon,76561198049602148
44,hegrenade,False,15990,Moon,76561198049602148
36,p250,False,15996,Faat,76561198171814417
48,incgrenade,False,16003,shawty#)$@,76561199557907229
60,m4a1,False,16004,RME | Пацан,76561199826895670
50,vest,False,16030,RME | Пацан,76561199826895670
45,smokegrenade,False,16073,shawty#)$@,76561199557907229
43,flashbang,False,16075,RME | Пацан,76561199826895670
45,smokegrenade,False,16086,RME | Пацан,76561199826895670
13,galilar,False,16156,zig,76561198274174345
43,flashbang,False,16490,Moon,76561198049602148
1,deagle,False,16624,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,16677,Simple Dimple skins.army,76561199433997570
43,flashbang,True,16696,Simple Dimple skins.army,76561199433997570
49,c4,False,18314,Worfy,76561199052717313
49,c4,True,18869,Worfy,76561199052717313
49,c4,False,19428,Faat,76561198171814417
34,mp9,False,21774,prosto bo$$,76561199068251294
60,m4a1,False,22736,Moon,76561198049602148
43,flashbang,False,22755,Moon,76561198049602148
61,hkp2000,True,22784,Worfy,76561199052717313
516,knife,False,22873,frees.tyler,76561198002613044
4,glock,False,22873,frees.tyler,76561198002613044
59,knife,False,22873,zig,76561198274174345
4,glock,False,22873,zig,76561198274174345
42,knife,False,22873,prosto bo$$,76561199068251294
61,hkp2000,False,22873,prosto bo$$,76561199068251294
42,knife,False,22873,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,22873,Wybaczam.oficjalnie skins.army,76561199256543526
42,knife,False,22873,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,22873,Simple Dimple skins.army,76561199433997570
42,knife,False,22873,shawty#)$@,76561199557907229
61,hkp2000,False,22873,shawty#)$@,76561199557907229
518,knife,False,22873,RME | Пацан,76561199826895670
61,hkp2000,False,22873,RME | Пацан,76561199826895670
49,c4,False,22873,Worfy,76561199052717313
44,hegrenade,False,22939,Faat,76561198171814417
51,vesthelm,False,22943,shawty#)$@,76561199557907229
51,vesthelm,False,22952,frees.tyler,76561198002613044
46,molotov,False,22953,Faat,76561198171814417
43,flashbang,False,22970,Moon,76561198049602148
51,vesthelm,False,22982,prosto bo$$,76561199068251294
45,smokegrenade,False,22984,Moon,76561198049602148
46,molotov,False,23013,Moon,76561198049602148
45,smokegrenade,False,23033,frees.tyler,76561198002613044
51,vesthelm,False,23044,zig,76561198274174345
43,flashbang,False,23054,frees.tyler,76561198002613044
44,hegrenade,False,23077,frees.tyler,76561198002613044
1,deagle,False,23083,Wybaczam.oficjalnie skins.army,76561199256543526
46,molotov,False,23093,frees.tyler,76561198002613044
51,vesthelm,False,23118,Wybaczam.oficjalnie skins.army,76561199256543526
13,galilar,False,23120,frees.tyler,76561198002613044
7,ak47,False,23131,zig,76561198274174345
45,smokegrenade,False,23163,Wybaczam.oficjalnie skins.army,76561199256543526
43,flashbang,False,23177,Wybaczam.oficjalnie skins.army,76561199256543526
50,vest,False,23188,RME | Пацан,76561199826895670
43,flashbang,False,23200,zig,76561198274174345
60,m4a1,False,23208,RME | Пацан,76561199826895670
44,hegrenade,False,23214,Wybaczam.oficjalnie skins.army,76561199256543526
45,smokegrenade,False,23227,RME | Пацан,76561199826895670
43,flashbang,False,23241,RME | Пацан,76561199826895670
16,m4a1,False,23297,RME | Пацан,76561199826895670
51,vesthelm,False,23333,prosto bo$$,76561199068251294
33,mp7,False,23452,prosto bo$$,76561199068251294
43,flashbang,False,23693,zig,76561198274174345
45,smokegrenade,False,23721,zig,76561198274174345
45,smokegrenade,False,23782,Worfy,76561199052717313
44,hegrenade,False,23792,Worfy,76561199052717313
43,flashbang,False,23805,Worfy,76561199052717313
1,deagle,False,23860,Simple Dimple skins.army,76561199433997570
43,flashbang,False,23912,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,23929,Simple Dimple skins.army,76561199433997570
51,vesthelm,False,23958,Worfy,76561199052717313
1,deagle,True,24231,shawty#)$@,76561199557907229
43,flashbang,False,24289,Faat,76561198171814417
45,smokegrenade,True,24333,shawty#)$@,76561199557907229
43,flashbang,True,24347,shawty#)$@,76561199557907229
49,c4,False,25142,Worfy,76561199052717313
49,c4,False,25813,Faat,76561198171814417
46,molotov,True,25946,zig,76561198274174345
43,flashbang,False,26255,zig,76561198274174345
49,c4,False,26449,Faat,76561198171814417
43,flashbang,False,28372,Worfy,76561199052717313
516,knife,False,29302,frees.tyler,76561198002613044
4,glock,False,29302,frees.tyler,76561198002613044
59,knife,False,29302,Moon,76561198049602148
4,glock,False,29302,Moon,76561198049602148
42,knife,False,29302,prosto bo$$,76561199068251294
61,hkp2000,False,29302,prosto bo$$,76561199068251294
42,knife,False,29302,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,29302,Wybaczam.oficjalnie skins.army,76561199256543526
42,knife,False,29302,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,29302,Simple Dimple skins.army,76561199433997570
42,knife,False,29302,shawty#)$@,76561199557907229
61,hkp2000,False,29302,shawty#)$@,76561199557907229
518,knife,False,29302,RME | Пацан,76561199826895670
61,hkp2000,False,29302,RME | Пацан,76561199826895670
49,c4,False,29302,zig,76561198274174345
51,vesthelm,False,29377,prosto bo$$,76561199068251294
40,ssg08,False,29405,prosto bo$$,76561199068251294
45,smokegrenade,False,29415,Faat,76561198171814417
51,vesthelm,False,29442,frees.tyler,76561198002613044
43,flashbang,False,29483,frees.tyler,76561198002613044
45,smokegrenade,False,29507,frees.tyler,76561198002613044
44,hegrenade,False,29519,zig,76561198274174345
44,hegrenade,False,29527,frees.tyler,76561198002613044
46,molotov,False,29532,zig,76561198274174345
34,mp9,False,29541,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,29543,Simple Dimple skins.army,76561199433997570
46,molotov,False,29546,frees.tyler,76561198002613044
7,ak47,False,29568,frees.tyler,76561198002613044
16,m4a1,False,29571,shawty#)$@,76561199557907229
51,vesthelm,False,29605,Wybaczam.oficjalnie skins.army,76561199256543526
16,m4a1,False,29619,RME | Пацан,76561199826895670
43,flashbang,False,29660,Wybaczam.oficjalnie skins.army,76561199256543526
45,smokegrenade,False,29661,zig,76561198274174345
51,vesthelm,False,29694,Moon,76561198049602148
7,ak47,False,29723,Moon,76561198049602148
43,flashbang,False,29748,Moon,76561198049602148
16,m4a1,False,29749,Simple Dimple skins.army,76561199433997570
45,smokegrenade,False,29762,Moon,76561198049602148
46,molotov,False,29791,Moon,76561198049602148
44,hegrenade,False,29806,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,29816,Moon,76561198049602148
50,vest,False,29897,RME | Пацан,76561199826895670
1,deagle,False,29912,shawty#)$@,76561199557907229
45,smokegrenade,False,29921,RME | Пацан,76561199826895670
43,flashbang,False,29935,RME | Пацан,76561199826895670
44,hegrenade,False,29950,RME | Пацан,76561199826895670
48,incgrenade,False,29962,RME | Пацан,76561199826895670
1,deagle,False,30038,prosto bo$$,76561199068251294
61,hkp2000,False,30069,shawty#)$@,76561199557907229
45,smokegrenade,False,30283,shawty#)$@,76561199557907229
49,c4,False,31497,Worfy,76561199052717313
7,ak47,False,32080,Wybaczam.oficjalnie skins.army,76561199256543526
44,hegrenade,True,32089,Wybaczam.oficjalnie skins.army,76561199256543526
46,molotov,False,32543,Worfy,76561199052717313
7,ak47,True,33700,prosto bo$$,76561199068251294
40,ssg08,False,33792,shawty#)$@,76561199557907229
7,ak47,False,33823,shawty#)$@,76561199557907229
44,hegrenade,True,33863,prosto bo$$,76561199068251294
7,ak47,False,33905,RME | Пацан,76561199826895670
516,knife,False,33975,frees.tyler,76561198002613044
4,glock,False,33975,frees.tyler,76561198002613044
59,knife,False,33975,Moon,76561198049602148
4,glock,False,33975,Moon,76561198049602148
59,knife,False,33975,Faat,76561198171814417
4,glock,False,33975,Faat,76561198171814417
59,knife,False,33975,zig,76561198274174345
4,glock,False,33975,zig,76561198274174345
516,knife,False,33975,Worfy,76561199052717313
4,glock,False,33975,Worfy,76561199052717313
42,knife,False,33975,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,33975,Simple Dimple skins.army,76561199433997570
49,c4,False,33975,frees.tyler,76561198002613044
51,vesthelm,False,34040,shawty#)$@,76561199557907229
48,incgrenade,False,34074,shawty#)$@,76561199557907229
44,hegrenade,False,34085,shawty#)$@,76561199557907229
45,smokegrenade,False,34095,shawty#)$@,76561199557907229
51,vesthelm,False,34105,Simple Dimple skins.army,76561199433997570
43,flashbang,False,34108,shawty#)$@,76561199557907229
51,vesthelm,False,34129,zig,76561198274174345
50,vest,False,34134,prosto bo$$,76561199068251294
45,smokegrenade,False,34155,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,34168,Simple Dimple skins.army,76561199433997570
48,incgrenade,False,34196,Simple Dimple skins.army,76561199433997570
45,smokegrenade,False,34198,RME | Пацан,76561199826895670
48,incgrenade,False,34205,prosto bo$$,76561199068251294
44,hegrenade,False,34214,RME | Пацан,76561199826895670
43,flashbang,False,34217,Simple Dimple skins.army,76561199433997570
51,vesthelm,False,34218,frees.tyler,76561198002613044
51,vesthelm,False,34238,Moon,76561198049602148
55,defuser,False,34246,Simple Dimple skins.army,76561199433997570
43,flashbang,False,34253,frees.tyler,76561198002613044
7,ak47,False,34267,Moon,76561198049602148
7,ak47,False,34271,zig,76561198274174345
45,smokegrenade,False,34271,frees.tyler,76561198002613044
43,flashbang,False,34288,Moon,76561198049602148
44,hegrenade,False,34300,frees.tyler,76561198002613044
45,smokegrenade,False,34302,Moon,76561198049602148
44,hegrenade,False,34317,Moon,76561198049602148
45,smokegrenade,False,34321,prosto bo$$,76561199068251294
46,molotov,False,34329,frees.tyler,76561198002613044
43,flashbang,False,34331,prosto bo$$,76561199068251294
55,defuser,False,34350,RME | Пацан,76561199826895670
46,molotov,False,34353,Moon,76561198049602148
7,ak47,False,34409,Worfy,76561199052717313
9,awp,False,34456,Faat,76561198171814417
45,smokegrenade,False,34484,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,34487,Faat,76561198171814417
36,p250,False,34501,Faat,76561198171814417
44,hegrenade,False,34502,Wybaczam.oficjalnie skins.army,76561199256543526
48,incgrenade,False,34514,Wybaczam.oficjalnie skins.army,76561199256543526
7,ak47,False,34529,frees.tyler,76561198002613044
43,flashbang,False,34535,Wybaczam.oficjalnie skins.army,76561199256543526
44,hegrenade,False,34539,Faat,76561198171814417
45,smokegrenade,False,34552,Faat,76561198171814417
7,ak47,False,34592,Worfy,76561199052717313
50,vest,False,34618,Worfy,76561199052717313
1,deagle,False,34692,RME | Пацан,76561199826895670
44,hegrenade,False,34735,Worfy,76561199052717313
45,smokegrenade,False,34747,Worfy,76561199052717313
43,flashbang,False,34848,Worfy,76561199052717313
60,m4a1,False,35034,Simple Dimple skins.army,76561199433997570
7,ak47,False,35063,Simple Dimple skins.army,76561199433997570
60,m4a1,False,35078,Wybaczam.oficjalnie skins.army,76561199256543526
44,hegrenade,False,35181,zig,76561198274174345
46,molotov,False,35194,zig,76561198274174345
47,decoy,False,35209,frees.tyler,76561198002613044
43,flashbang,False,35311,frees.tyler,76561198002613044
47,decoy,False,35437,frees.tyler,76561198002613044
43,flashbang,False,35618,frees.tyler,76561198002613044
7,ak47,False,36238,Wybaczam.oficjalnie skins.army,76561199256543526
43,flashbang,False,38148,shawty#)$@,76561199557907229
43,flashbang,False,38652,Simple Dimple skins.army,76561199433997570
46,molotov,False,38867,Simple Dimple skins.army,76561199433997570
7,ak47,False,38923,shawty#)$@,76561199557907229
7,ak47,False,39139,shawty#)$@,76561199557907229
9,awp,False,39965,RME | Пацан,76561199826895670
45,smokegrenade,False,39985,RME | Пацан,76561199826895670
516,knife,False,40113,frees.tyler,76561198002613044
4,glock,False,40113,frees.tyler,76561198002613044
59,knife,False,40113,Moon,76561198049602148
4,glock,False,40113,Moon,76561198049602148
59,knife,False,40113,Faat,76561198171814417
4,glock,False,40113,Faat,76561198171814417
59,knife,False,40113,zig,76561198274174345
4,glock,False,40113,zig,76561198274174345
516,knife,False,40113,Worfy,76561199052717313
4,glock,False,40113,Worfy,76561199052717313
42,knife,False,40113,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,40113,Wybaczam.oficjalnie skins.army,76561199256543526
49,c4,False,40113,Faat,76561198171814417
48,incgrenade,False,40178,RME | Пацан,76561199826895670
45,smokegrenade,False,40195,Simple Dimple skins.army,76561199433997570
48,incgrenade,False,40198,shawty#)$@,76561199557907229
44,hegrenade,False,40209,shawty#)$@,76561199557907229
44,hegrenade,False,40215,Simple Dimple skins.army,76561199433997570
43,flashbang,False,40220,shawty#)$@,76561199557907229
55,defuser,False,40224,prosto bo$$,76561199068251294
16,m4a1,False,40224,Wybaczam.oficjalnie skins.army,76561199256543526
43,flashbang,False,40230,shawty#)$@,76561199557907229
31,taser,False,40251,Wybaczam.oficjalnie skins.army,76561199256543526
44,hegrenade,False,40251,prosto bo$$,76561199068251294
51,vesthelm,False,40265,Wybaczam.oficjalnie skins.army,76561199256543526
55,defuser,False,40266,Simple Dimple skins.army,76561199433997570
55,defuser,False,40314,Wybaczam.oficjalnie skins.army,76561199256543526
45,smokegrenade,False,40330,shawty#)$@,76561199557907229
45,smokegrenade,False,40347,Wybaczam.oficjalnie skins.army,76561199256543526
43,flashbang,False,40359,Wybaczam.oficjalnie skins.army,76561199256543526
44,hegrenade,False,40378,Wybaczam.oficjalnie skins.army,76561199256543526
48,incgrenade,False,40400,Wybaczam.oficjalnie skins.army,76561199256543526
33,mp7,False,40581,Faat,76561198171814417
51,vesthelm,False,40601,Faat,76561198171814417
51,vesthelm,False,40616,Moon,76561198049602148
45,smokegrenade,False,40702,prosto bo$$,76561199068251294
45,smokegrenade,False,40718,Faat,76561198171814417
44,hegrenade,False,40730,Faat,76561198171814417
30,tec9,False,40743,Moon,76561198049602148
43,flashbang,False,40776,Moon,76561198049602148
17,mac10,False,40792,Worfy,76561199052717313
44,hegrenade,False,40816,shawty#)$@,76561199557907229
44,hegrenade,False,40832,Worfy,76561199052717313
46,molotov,False,40866,Worfy,76561199052717313
51,vesthelm,False,40886,frees.tyler,76561198002613044
17,mac10,False,40939,frees.tyler,76561198002613044
43,flashbang,False,40974,frees.tyler,76561198002613044
43,flashbang,False,40983,frees.tyler,76561198002613044
44,hegrenade,False,41006,zig,76561198274174345
43,flashbang,False,41012,Worfy,76561199052717313
36,p250,False,41119,zig,76561198274174345
4,glock,False,41295,zig,76561198274174345
50,vest,False,41318,zig,76561198274174345
17,mac10,False,41459,zig,76561198274174345
49,c4,False,41459,zig,76561198274174345
48,incgrenade,True,42789,zig,76561198274174345
16,m4a1,False,42836,zig,76561198274174345
44,hegrenade,False,45275,shawty#)$@,76561199557907229
55,defuser,False,45382,shawty#)$@,76561199557907229
46,molotov,False,45514,shawty#)$@,76561199557907229
516,knife,False,48024,frees.tyler,76561198002613044
4,glock,False,48024,frees.tyler,76561198002613044
59,knife,False,48024,Moon,76561198049602148
4,glock,False,48024,Moon,76561198049602148
59,knife,False,48024,Faat,76561198171814417
4,glock,False,48024,Faat,76561198171814417
516,knife,False,48024,Worfy,76561199052717313
4,glock,False,48024,Worfy,76561199052717313
42,knife,False,48024,prosto bo$$,76561199068251294
61,hkp2000,False,48024,prosto bo$$,76561199068251294
42,knife,False,48024,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,48024,Wybaczam.oficjalnie skins.army,76561199256543526
42,knife,False,48024,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,48024,Simple Dimple skins.army,76561199433997570
42,knife,False,48024,shawty#)$@,76561199557907229
61,hkp2000,False,48024,shawty#)$@,76561199557907229
518,knife,False,48024,RME | Пацан,76561199826895670
61,hkp2000,False,48024,RME | Пацан,76561199826895670
49,c4,False,48024,Moon,76561198049602148
51,vesthelm,False,48080,shawty#)$@,76561199557907229
51,vesthelm,False,48085,prosto bo$$,76561199068251294
9,awp,False,48108,prosto bo$$,76561199068251294
16,m4a1,False,48118,shawty#)$@,76561199557907229
1,deagle,False,48121,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,48143,frees.tyler,76561198002613044
51,vesthelm,False,48144,zig,76561198274174345
51,vesthelm,False,48146,Wybaczam.oficjalnie skins.army,76561199256543526
46,molotov,False,48176,frees.tyler,76561198002613044
44,hegrenade,False,48190,frees.tyler,76561198002613044
45,smokegrenade,False,48204,frees.tyler,76561198002613044
44,hegrenade,False,48207,Wybaczam.oficjalnie skins.army,76561199256543526
43,flashbang,False,48216,frees.tyler,76561198002613044
45,smokegrenade,False,48223,Wybaczam.oficjalnie skins.army,76561199256543526
40,ssg08,False,48225,Faat,76561198171814417
17,mac10,False,48237,frees.tyler,76561198002613044
51,vesthelm,False,48251,Faat,76561198171814417
36,p250,False,48299,Faat,76561198171814417
7,ak47,False,48326,Worfy,76561199052717313
44,hegrenade,False,48337,Faat,76561198171814417
1,deagle,False,48347,RME | Пацан,76561199826895670
45,smokegrenade,False,48351,Faat,76561198171814417
50,vest,False,48371,RME | Пацан,76561199826895670
45,smokegrenade,False,48397,RME | Пацан,76561199826895670
43,flashbang,False,48408,RME | Пацан,76561199826895670
1,deagle,False,48476,Worfy,76561199052717313
61,hkp2000,False,48546,shawty#)$@,76561199557907229
51,vesthelm,False,48557,Moon,76561198049602148
44,hegrenade,False,48577,Worfy,76561199052717313
46,molotov,False,48587,Worfy,76561199052717313
7,ak47,False,48613,Moon,76561198049602148
43,flashbang,False,48650,Moon,76561198049602148
45,smokegrenade,False,48663,Moon,76561198049602148
44,hegrenade,False,48677,Moon,76561198049602148
44,hegrenade,False,48693,zig,76561198274174345
43,flashbang,False,48712,Worfy,76561199052717313
46,molotov,False,49019,zig,76561198274174345
45,smokegrenade,False,49056,shawty#)$@,76561199557907229
43,flashbang,False,49069,shawty#)$@,76561199557907229
48,incgrenade,False,49151,RME | Пацан,76561199826895670
49,c4,False,49399,zig,76561198274174345
61,hkp2000,False,49443,shawty#)$@,76561199557907229
9,awp,True,49493,Simple Dimple skins.army,76561199433997570
9,awp,True,49593,Simple Dimple skins.army,76561199433997570
61,hkp2000,True,49748,Simple Dimple skins.army,76561199433997570
13,galilar,False,49870,Worfy,76561199052717313
45,smokegrenade,True,50040,Worfy,76561199052717313
50,vest,False,50064,Worfy,76561199052717313
34,mp9,False,50144,shawty#)$@,76561199557907229
44,hegrenade,False,52218,RME | Пацан,76561199826895670
7,ak47,False,52218,RME | Пацан,76561199826895670
43,flashbang,False,53676,shawty#)$@,76561199557907229
43,flashbang,False,54932,RME | Пацан,76561199826895670
9,awp,False,55968,RME | Пацан,76561199826895670
516,knife,False,56042,frees.tyler,76561198002613044
4,glock,False,56042,frees.tyler,76561198002613044
59,knife,False,56042,Moon,76561198049602148
4,glock,False,56042,Moon,76561198049602148
59,knife,False,56042,Faat,76561198171814417
4,glock,False,56042,Faat,76561198171814417
59,knife,False,56042,zig,76561198274174345
4,glock,False,56042,zig,76561198274174345
516,knife,False,56042,Worfy,76561199052717313
4,glock,False,56042,Worfy,76561199052717313
42,knife,False,56042,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,56042,Wybaczam.oficjalnie skins.army,76561199256543526
42,knife,False,56042,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,56042,Simple Dimple skins.army,76561199433997570
42,knife,False,56042,shawty#)$@,76561199557907229
61,hkp2000,False,56042,shawty#)$@,76561199557907229
49,c4,False,56042,Worfy,76561199052717313
51,vesthelm,False,56118,shawty#)$@,76561199557907229
51,vesthelm,False,56223,zig,76561198274174345
50,vest,False,56298,prosto bo$$,76561199068251294
1,deagle,False,56306,Worfy,76561199052717313
51,vesthelm,False,56432,Moon,76561198049602148
16,m4a1,False,56446,shawty#)$@,76561199557907229
40,ssg08,False,56482,Faat,76561198171814417
7,ak47,False,56500,Moon,76561198049602148
51,vesthelm,False,56511,Faat,76561198171814417
43,flashbang,False,56522,Moon,76561198049602148
45,smokegrenade,False,56524,shawty#)$@,76561199557907229
43,flashbang,False,56535,shawty#)$@,76561199557907229
36,p250,False,56540,Faat,76561198171814417
45,smokegrenade,False,56541,Moon,76561198049602148
44,hegrenade,False,56556,Moon,76561198049602148
44,hegrenade,False,56565,Faat,76561198171814417
45,smokegrenade,False,56583,Faat,76561198171814417
60,m4a1,False,56586,shawty#)$@,76561199557907229
48,incgrenade,False,56637,shawty#)$@,76561199557907229
10,famas,False,56653,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,56685,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,56686,frees.tyler,76561198002613044
17,mac10,False,56705,frees.tyler,76561198002613044
55,defuser,False,56711,Wybaczam.oficjalnie skins.army,76561199256543526
45,smokegrenade,False,56739,Wybaczam.oficjalnie skins.army,76561199256543526
43,flashbang,False,56742,frees.tyler,76561198002613044
45,smokegrenade,False,56757,frees.tyler,76561198002613044
44,hegrenade,False,56779,frees.tyler,76561198002613044
47,decoy,False,56821,frees.tyler,76561198002613044
51,vesthelm,False,56824,Simple Dimple skins.army,76561199433997570
60,m4a1,False,56855,Simple Dimple skins.army,76561199433997570
45,smokegrenade,False,56876,Simple Dimple skins.army,76561199433997570
7,ak47,False,56921,zig,76561198274174345
45,smokegrenade,False,56982,zig,76561198274174345
43,flashbang,False,57256,Simple Dimple skins.army,76561199433997570
43,flashbang,False,57266,Simple Dimple skins.army,76561199433997570
40,ssg08,False,57854,Worfy,76561199052717313
7,ak47,True,58600,frees.tyler,76561198002613044
7,ak47,False,58765,shawty#)$@,76561199557907229
7,ak47,True,58821,Wybaczam.oficjalnie skins.army,76561199256543526
45,smokegrenade,True,58843,Worfy,76561199052717313
45,smokegrenade,True,59075,Wybaczam.oficjalnie skins.army,76561199256543526
60,m4a1,False,59410,Worfy,76561199052717313
43,flashbang,False,59430,Worfy,76561199052717313
43,flashbang,False,61725,shawty#)$@,76561199557907229
516,knife,False,62398,frees.tyler,76561198002613044
4,glock,False,62398,frees.tyler,76561198002613044
59,knife,False,62398,Moon,76561198049602148
4,glock,False,62398,Moon,76561198049602148
59,knife,False,62398,Faat,76561198171814417
4,glock,False,62398,Faat,76561198171814417
59,knife,False,62398,zig,76561198274174345
4,glock,False,62398,zig,76561198274174345
516,knife,False,62398,Worfy,76561199052717313
4,glock,False,62398,Worfy,76561199052717313
42,knife,False,62398,Simple Dimple skins.army,76561199433997570
61,hkp2000,False,62398,Simple Dimple skins.army,76561199433997570
49,c4,False,62398,zig,76561198274174345
44,hegrenade,False,62458,Wybaczam.oficjalnie skins.army,76561199256543526
48,incgrenade,False,62470,Wybaczam.oficjalnie skins.army,76561199256543526
50,vest,False,62474,prosto bo$$,76561199068251294
48,incgrenade,False,62476,shawty#)$@,76561199557907229
43,flashbang,False,62495,Wybaczam.oficjalnie skins.army,76561199256543526
45,smokegrenade,False,62498,shawty#)$@,76561199557907229
43,flashbang,False,62508,shawty#)$@,76561199557907229
55,defuser,False,62510,prosto bo$$,76561199068251294
51,vesthelm,False,62533,Moon,76561198049602148
1,deagle,False,62540,Wybaczam.oficjalnie skins.army,76561199256543526
51,vesthelm,False,62542,Simple Dimple skins.army,76561199433997570
45,smokegrenade,False,62550,RME | Пацан,76561199826895670
44,hegrenade,False,62562,RME | Пацан,76561199826895670
31,taser,False,62566,Wybaczam.oficjalnie skins.army,76561199256543526
55,defuser,False,62617,RME | Пацан,76561199826895670
44,hegrenade,False,62624,shawty#)$@,76561199557907229
7,ak47,False,62660,Moon,76561198049602148
43,flashbang,False,62696,Moon,76561198049602148
45,smokegrenade,False,62731,Moon,76561198049602148
44,hegrenade,False,62754,Moon,76561198049602148
33,mp7,False,62762,Faat,76561198171814417
51,vesthelm,False,62781,Faat,76561198171814417
40,ssg08,False,62803,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,62842,Faat,76561198171814417
43,flashbang,False,62904,Simple Dimple skins.army,76561199433997570
45,smokegrenade,False,62918,Simple Dimple skins.army,76561199433997570
44,hegrenade,False,62930,Simple Dimple skins.army,76561199433997570
17,mac10,False,62931,zig,76561198274174345
43,flashbang,False,62985,Simple Dimple skins.army,76561199433997570
51,vesthelm,False,62990,frees.tyler,76561198002613044
17,mac10,False,63013,frees.tyler,76561198002613044
45,smokegrenade,False,63055,frees.tyler,76561198002613044
51,vesthelm,False,63059,zig,76561198274174345
43,flashbang,False,63075,frees.tyler,76561198002613044
1,deagle,False,63157,Simple Dimple skins.army,76561199433997570
33,mp7,False,63189,zig,76561198274174345
49,c4,False,63361,frees.tyler,76561198002613044
48,incgrenade,False,63619,prosto bo$$,76561199068251294
44,hegrenade,False,63628,prosto bo$$,76561199068251294
43,flashbang,False,63637,prosto bo$$,76561199068251294
7,ak47,True,63746,Worfy,76561199052717313
50,vest,False,63774,Worfy,76561199052717313
43,flashbang,True,63805,Worfy,76561199052717313
45,smokegrenade,True,63823,Worfy,76561199052717313
44,hegrenade,False,63908,Worfy,76561199052717313
43,flashbang,False,66083,Moon,76561198049602148
7,ak47,False,66205,zig,76561198274174345
44,hegrenade,False,66225,zig,76561198274174345
44,hegrenade,False,68053,RME | Пацан,76561199826895670
516,knife,False,68200,frees.tyler,76561198002613044
4,glock,False,68200,frees.tyler,76561198002613044
59,knife,False,68200,Moon,76561198049602148
4,glock,False,68200,Moon,76561198049602148
59,knife,False,68200,Faat,76561198171814417
4,glock,False,68200,Faat,76561198171814417
59,knife,False,68200,zig,76561198274174345
4,glock,False,68200,zig,76561198274174345
516,knife,False,68200,Worfy,76561199052717313
4,glock,False,68200,Worfy,76561199052717313
42,knife,False,68200,Wybaczam.oficjalnie skins.army,76561199256543526
61,hkp2000,False,68200,Wybaczam.oficjalnie skins.army,76561199256543526
42,knife,False,68200,Simple Dimple skins.army,76561199433997570
