entityid,tick,user_name,user_steamid,x,y,z
332,3853,frees.tyler,76561198002613044,-144.01842,2117.3384,-124.66328
335,5607,Worfy,76561199052717313,-2006.2885,1919.6561,2.3482447
451,10502,Moon,76561198049602148,-401.6429,1150.69,-97.253075
454,11316,shawty#)$@,76561199557907229,595.8072,568.86163,3.0774133
456,11887,frees.tyler,76561198002613044,-220.70625,2137.548,-124.8067
435,17287,shawty#)$@,76561199557907229,136.89262,1458.1,1.7623717
474,17934,Worfy,76561199052717313,-556.1623,1435.8273,-111.74195
447,18386,frees.tyler,76561198002613044,-1976.5084,1837.7635,10.031247
455,19598,RME | Пацан,76561199826895670,314.10617,1696.4634,42.98765
452,19945,Moon,76561198049602148,1538.9984,1213.279,-5.279499
139,24745,Wybaczam.oficjalnie skins.army,76561199256543526,-2075.8948,1871.4918,2.3040192
449,25803,RME | Пацан,76561199826895670,666.3602,748.4192,2.601835
136,25926,shawty#)$@,76561199557907229,-541.914,896.05707,-22.347044
96,27515,zig,76561198274174345,1278.9712,2296.7207,15.769081
503,27977,Faat,76561198171814417,1271.92,2119.1052,1.4901284
156,31365,zig,76561198274174345,1162.0762,1145.2947,159.21648
319,31580,RME | Пацан,76561199826895670,687.44366,889.068,1.5245838
174,31714,Worfy,76561199052717313,-551.134,1438.8215,-111.45924
435,32158,shawty#)$@,76561199557907229,-411.0347,367.92044,-2.0522645
75,35867,RME | Пацан,76561199826895670,651.3782,566.43567,2.7833738
429,36273,Worfy,76561199052717313,-473.13254,1457.8967,-124.11826
453,36732,shawty#)$@,76561199557907229,-2039.7124,1565.9109,34.954674
444,37533,frees.tyler,76561198002613044,-473.49484,1970.3416,-122.69344
435,37893,prosto bo$$,76561199068251294,-488.9773,-50.271214,2.613371
145,38059,Wybaczam.oficjalnie skins.army,76561199256543526,8.595517,399.42007,0.24758194
141,44080,RME | Пацан,76561199826895670,-424.72107,1876.9714,-125.33655
173,49854,Wybaczam.oficjalnie skins.army,76561199256543526,-415.1137,9.029262,0.94614834
156,50069,Moon,76561198049602148,-1838.034,2144.038,-1.9915665
128,50608,shawty#)$@,76561199557907229,1345.0144,1281.7603,-7.4229007
435,51096,frees.tyler,76561198002613044,-310.238,1479.4761,-123.224724
489,53290,Faat,76561198171814417,1205.1348,2241.7651,8.523572
143,53411,Worfy,76561199052717313,694.6059,2127.8435,-80.04847
401,54738,RME | Пацан,76561199826895670,1234.4434,2474.452,98.611496
156,57898,zig,76561198274174345,-464.4243,1565.6188,-123.32955
167,57920,Wybaczam.oficjalnie skins.army,76561199256543526,-393.50626,1914.5515,-125.429794
142,58525,Moon,76561198049602148,-1719.4391,2032.1436,-4.2479734
67,60251,shawty#)$@,76561199557907229,-2044.0461,1548.8246,35.44875
83,60465,Worfy,76561199052717313,1231.6237,2073.4016,2.6807244
131,63943,shawty#)$@,76561199557907229,-532.0232,1994.6913,-118.58589
71,64240,Wybaczam.oficjalnie skins.army,76561199256543526,-381.71844,287.632,0.4642747
412,64403,Moon,76561198049602148,-465.4311,1593.9175,-123.425575
411,64782,Worfy,76561199052717313,-472.81024,1461.2994,-124.03461
319,65612,frees.tyler,76561198002613044,-219.92764,2135.7112,-124.81641
409,66178,RME | Пацан,76561199826895670,429.17413,1829.9215,97.575485
470,70692,Wybaczam.oficjalnie skins.army,76561199256543526,-2000.2721,1635.9513,33.26029
71,70818,Worfy,76561199052717313,-475.34802,1458.575,-124.07766
349,72433,prosto bo$$,76561199068251294,-536.145,1714.5433,-115.746956
412,77748,zig,76561198274174345,1170.1663,1144.0479,159.21648
76,77810,Moon,76561198049602148,-408.03125,1330.9249,-123.28892
349,77969,Worfy,76561199052717313,-326.53595,1525.2764,-123.99147
123,78025,RME | Пацан,76561199826895670,1581.747,1489.948,2.469961
420,79479,shawty#)$@,76561199557907229,1520.8019,1795.4135,-5.198714
426,80089,frees.tyler,76561198002613044,-222.02124,2142.8687,-124.75567
92,84074,Simple Dimple skins.army,76561199433997570,204.71227,1365.3541,1.8582255
505,87057,frees.tyler,76561198002613044,-410.88898,963.9341,-46.246162
500,88033,Wybaczam.oficjalnie skins.army,76561199256543526,1243.4384,2296.6091,15.325702
156,92734,Wybaczam.oficjalnie skins.army,76561199256543526,-404.02814,1544.2533,-124.39768
130,92864,prosto bo$$,76561199068251294,-2112.5278,2249.5369,2.5231543
462,100136,frees.tyler,76561198002613044,-403.6193,720.75934,2.031248
448,100362,Wybaczam.oficjalnie skins.army,76561199256543526,-399.1256,1539.0696,-124.36868
347,103600,RME | Пацан,76561199826895670,1198.065,2147.9607,2.782498
156,103618,shawty#)$@,76561199557907229,444.90268,2266.9814,97.835075
460,106679,frees.tyler,76561198002613044,-403.70947,680.7643,2.03125
448,106683,Moon,76561198049602148,-1824.0222,1939.5845,0.49979654
457,106910,Faat,76561198171814417,1278.2205,1174.927,2.0305278
96,106946,prosto bo$$,76561199068251294,-2049.6985,2318.1895,2.6723013
485,107201,Wybaczam.oficjalnie skins.army,76561199256543526,-1301.3461,2415.2832,231.07173
105,108498,shawty#)$@,76561199557907229,-282.36118,1485.404,-122.94229
498,113386,frees.tyler,76561198002613044,-401.21326,687.60034,2.0312495
123,115405,RME | Пацан,76561199826895670,-271.03607,1237.1407,-109.96875
148,115570,Simple Dimple skins.army,76561199433997570,-208.4131,1001.3299,3.528166
130,118242,frees.tyler,76561198002613044,-411.32428,696.03754,2.0312495
440,119920,RME | Пацан,76561199826895670,-448.57208,1476.1024,-124.41111
445,120162,Wybaczam.oficjalnie skins.army,76561199256543526,259.82843,2461.1892,100.38178
131,125612,frees.tyler,76561198002613044,-378.6608,612.4792,0.16926733
424,125732,Wybaczam.oficjalnie skins.army,76561199256543526,-418.1874,2039.0474,-126.37341
309,130749,frees.tyler,76561198002613044,-400.68753,630.63257,0.7444622
319,130929,Simple Dimple skins.army,76561199433997570,-1950.9038,1719.8845,34.26191
454,131095,RME | Пацан,76561199826895670,-1918.7053,1954.2196,1.0499675
331,131300,prosto bo$$,76561199068251294,-1969.4819,2833.837,32.827915
148,135368,frees.tyler,76561198002613044,-389.10992,597.97845,-0.14824206
311,135619,RME | Пацан,76561199826895670,-319.81287,1416.9187,-26.899101
375,135840,prosto bo$$,76561199068251294,-465.39764,2125.077,-125.35725
93,138322,frees.tyler,76561198002613044,-413.75925,683.6557,2.03125
144,138455,RME | Пацан,76561199826895670,-331.5601,1517.8751,-123.978516
465,138949,Faat,76561198171814417,653.8219,744.7999,2.6714172
