canzoom,defindex,hassilencer,hastracers,ispainted,issilenced,item,tick,user_name,user_steamid,weptype
False,0,False,True,True,False,glock,91256,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,91292,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,glock,91314,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,91326,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,91405,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,91409,shawty#)$@,76561199557907229,0
False,0,False,False,False,False,knife,91418,Faat,76561198171814417,0
False,0,True,True,False,True,hkp2000,91431,Faat,76561198171814417,1
False,0,True,True,True,True,hkp2000,91440,frees.tyler,76561198002613044,1
False,0,False,False,False,False,knife,91440,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,True,False,knife,91539,frees.tyler,76561198002613044,0
False,0,True,True,True,True,hkp2000,91548,frees.tyler,76561198002613044,1
False,0,False,False,True,False,knife,91553,frees.tyler,76561198002613044,0
False,0,False,False,False,False,flashbang,91569,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,91585,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,91665,RME | Пацан,76561199826895670,1
False,0,False,False,False,False,flashbang,91682,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,91694,Simple Dimple skins.army,76561199433997570,0
False,0,True,True,True,True,hkp2000,91721,frees.tyler,76561198002613044,1
False,0,False,False,True,False,knife,91736,frees.tyler,76561198002613044,0
False,0,False,False,False,False,flashbang,91745,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,91755,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,91803,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,91813,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,91817,Worfy,76561199052717313,1
False,0,False,False,False,False,flashbang,91819,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,91822,Faat,76561198171814417,0
False,0,False,True,False,False,deagle,91822,Faat,76561198171814417,1
False,0,True,True,True,True,hkp2000,91823,zig,76561198274174345,1
False,0,False,False,False,False,smokegrenade,91826,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,91832,zig,76561198274174345,0
False,0,False,True,True,False,glock,91847,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,91851,Faat,76561198171814417,0
False,0,False,True,False,False,deagle,91871,Faat,76561198171814417,1
False,0,False,False,False,False,knife,91883,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,91904,Moon,76561198049602148,0
False,0,False,False,False,False,knife,91935,Faat,76561198171814417,0
False,0,False,True,True,False,glock,91955,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,True,False,awp,91957,Simple Dimple skins.army,76561199433997570,5
False,0,False,False,False,False,flashbang,91998,RME | Пацан,76561199826895670,9
False,0,False,False,True,False,knife,92001,Worfy,76561199052717313,0
False,0,False,False,False,False,hegrenade,92017,frees.tyler,76561198002613044,9
False,0,False,True,True,False,glock,92030,prosto bo$$,76561199068251294,1
False,0,False,False,True,False,knife,92038,frees.tyler,76561198002613044,0
False,0,False,True,False,False,galilar,92044,prosto bo$$,76561199068251294,3
False,0,False,False,False,False,molotov,92074,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,smokegrenade,92077,prosto bo$$,76561199068251294,9
False,0,False,True,True,False,p250,92084,zig,76561198274174345,1
False,0,False,False,False,False,flashbang,92101,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,knife,92122,zig,76561198274174345,0
False,0,False,False,False,False,knife,92160,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,flashbang,92163,Moon,76561198049602148,9
False,0,False,False,False,False,hegrenade,92171,zig,76561198274174345,9
False,0,False,False,False,False,knife,92180,Moon,76561198049602148,0
False,0,False,False,False,False,knife,92189,zig,76561198274174345,0
False,0,False,True,False,False,deagle,92233,Faat,76561198171814417,1
False,0,False,False,False,False,flashbang,92362,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,smokegrenade,92365,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,molotov,92375,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,smokegrenade,92390,prosto bo$$,76561199068251294,9
False,0,False,True,True,False,glock,92401,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,92403,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,92432,frees.tyler,76561198002613044,9
False,0,False,False,False,False,flashbang,92437,prosto bo$$,76561199068251294,9
False,0,False,True,True,False,glock,92447,Simple Dimple skins.army,76561199433997570,1
False,0,False,True,True,False,galilar,92448,Wybaczam.oficjalnie skins.army,76561199256543526,3
True,0,False,True,True,False,awp,92450,Simple Dimple skins.army,76561199433997570,5
False,0,False,False,False,False,knife,92451,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,flashbang,92469,Moon,76561198049602148,9
False,0,False,True,True,False,glock,92472,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,hegrenade,92474,zig,76561198274174345,9
False,0,False,False,False,False,knife,92474,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,92481,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,smokegrenade,92490,prosto bo$$,76561199068251294,9
False,0,False,True,False,False,glock,92495,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,92504,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,knife,92569,Faat,76561198171814417,0
False,0,False,True,True,False,deagle,92569,Faat,76561198171814417,1
False,0,False,False,False,False,flashbang,92589,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,fiveseven,92626,Moon,76561198049602148,1
False,0,False,True,True,False,p250,92636,zig,76561198274174345,1
False,0,False,True,True,False,deagle,92636,RME | Пацан,76561199826895670,1
False,0,False,True,False,False,xm1014,92691,shawty#)$@,76561199557907229,4
False,0,False,True,False,False,galilar,92712,prosto bo$$,76561199068251294,3
False,0,False,False,False,False,incgrenade,92755,Faat,76561198171814417,9
False,0,False,True,True,False,deagle,92814,Faat,76561198171814417,1
False,0,False,True,True,False,galilar,92818,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,knife,92824,zig,76561198274174345,0
False,0,True,True,True,True,hkp2000,92903,frees.tyler,76561198002613044,1
False,0,False,False,False,False,flashbang,93018,shawty#)$@,76561199557907229,9
False,0,False,True,True,False,p250,93064,zig,76561198274174345,1
False,0,False,True,False,False,xm1014,93099,shawty#)$@,76561199557907229,4
False,0,False,True,True,False,glock,93419,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,93421,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,flashbang,93486,Simple Dimple skins.army,76561199433997570,9
True,0,False,True,True,False,awp,93488,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,True,False,glock,93536,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,True,False,awp,93563,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,False,False,galilar,93601,prosto bo$$,76561199068251294,3
False,0,False,True,True,False,glock,93612,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,93654,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,93656,Simple Dimple skins.army,76561199433997570,9
True,0,False,True,True,False,awp,93703,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,True,False,glock,93705,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,93760,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,93824,Simple Dimple skins.army,76561199433997570,9
True,0,False,True,True,False,awp,93826,Simple Dimple skins.army,76561199433997570,5
False,0,False,False,False,False,flashbang,93846,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,93848,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,glock,93850,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,93889,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,93939,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,93950,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,glock,93958,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,True,False,awp,93990,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,True,False,glock,94065,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,True,False,awp,94074,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,True,False,glock,94215,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,94219,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,94244,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,hegrenade,94253,frees.tyler,76561198002613044,9
False,0,False,False,False,False,knife,94253,shawty#)$@,76561199557907229,0
False,0,False,False,False,False,knife,94257,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,glock,94259,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,True,False,awp,94263,Simple Dimple skins.army,76561199433997570,5
False,0,True,True,True,True,hkp2000,94387,frees.tyler,76561198002613044,1
False,0,False,True,False,False,glock,94394,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,94402,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,xm1014,94540,shawty#)$@,76561199557907229,4
False,0,False,True,True,False,glock,94719,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,94721,prosto bo$$,76561199068251294,0
False,0,False,True,False,False,galilar,94835,prosto bo$$,76561199068251294,3
False,0,False,True,True,False,glock,94901,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,c4,94905,Wybaczam.oficjalnie skins.army,76561199256543526,7
False,0,False,False,False,False,knife,94917,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,glock,94948,prosto bo$$,76561199068251294,1
False,0,False,True,False,False,galilar,94954,prosto bo$$,76561199068251294,3
False,0,False,False,False,False,knife,94994,shawty#)$@,76561199557907229,0
False,0,False,True,True,False,glock,95151,prosto bo$$,76561199068251294,1
False,0,False,True,False,False,galilar,95181,prosto bo$$,76561199068251294,3
False,0,False,True,True,False,glock,95275,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,95277,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,galilar,95316,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,xm1014,95411,shawty#)$@,76561199557907229,4
False,0,False,True,True,False,glock,95503,prosto bo$$,76561199068251294,1
False,0,False,True,False,False,galilar,95525,prosto bo$$,76561199068251294,3
False,0,False,True,True,False,glock,95602,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,95604,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,glock,95692,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,95694,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,glock,95725,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,True,False,awp,95728,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,False,False,glock,95737,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,glock,95740,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,95765,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,glock,95769,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,95772,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,galilar,95823,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,flashbang,95853,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,95863,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,knife,95875,shawty#)$@,76561199557907229,0
False,0,False,True,False,False,glock,96046,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,96047,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,glock,96056,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,galilar,96091,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,96168,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,96169,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,glock,96171,Simple Dimple skins.army,76561199433997570,1
False,0,False,True,True,False,galilar,96171,Wybaczam.oficjalnie skins.army,76561199256543526,3
True,0,False,True,True,False,awp,96174,Simple Dimple skins.army,76561199433997570,5
False,0,False,False,False,False,knife,96182,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,96218,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,galilar,96239,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,96276,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,glock,96284,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,96285,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,96287,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,96289,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,incgrenade,96290,Simple Dimple skins.army,76561199433997570,9
False,0,False,True,True,False,galilar,96300,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,flashbang,96312,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,incgrenade,96322,Simple Dimple skins.army,76561199433997570,9
False,0,False,True,False,False,glock,96353,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,96357,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,galilar,96360,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,knife,96365,Wybaczam.oficjalnie skins.army,76561199256543526,0
True,0,False,True,True,False,awp,96444,Simple Dimple skins.army,76561199433997570,5
False,0,False,True,True,False,galilar,96453,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,True,False,glock,96459,prosto bo$$,76561199068251294,1
False,0,False,True,False,False,glock,96511,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,galilar,96535,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,True,False,glock,96597,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,96599,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,False,False,galilar,96605,prosto bo$$,76561199068251294,3
False,0,False,True,False,False,xm1014,96614,shawty#)$@,76561199557907229,4
False,0,False,True,True,False,glock,96633,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,96637,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,deagle,96841,Simple Dimple skins.army,76561199433997570,1
False,0,False,True,False,False,galilar,96857,prosto bo$$,76561199068251294,3
False,0,False,True,False,False,glock,96859,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,96869,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,glock,96960,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,96965,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,flashbang,96972,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,knife,96978,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,knife,97018,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,glock,97057,prosto bo$$,76561199068251294,1
False,0,False,True,False,False,galilar,97070,prosto bo$$,76561199068251294,3
False,0,False,True,True,False,glock,97133,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,97136,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,97218,shawty#)$@,76561199557907229,0
False,0,False,True,False,False,galilar,97277,prosto bo$$,76561199068251294,3
False,0,False,True,True,False,galilar,97313,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,97318,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,97320,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,galilar,97325,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,97329,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,molotov,97333,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,knife,97334,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,flashbang,97337,prosto bo$$,76561199068251294,9
False,0,False,True,True,False,galilar,97340,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,knife,97349,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,97350,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,glock,97353,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,galilar,97357,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,True,False,glock,97357,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,97373,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,knife,97373,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,deagle,97395,Simple Dimple skins.army,76561199433997570,1
False,0,False,True,True,False,galilar,97403,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,97451,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,galilar,97467,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,97566,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,galilar,97577,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,galilar,97578,prosto bo$$,76561199068251294,3
True,0,False,True,True,False,awp,97982,shawty#)$@,76561199557907229,5
False,0,False,True,False,False,glock,98042,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,98045,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,knife,98364,shawty#)$@,76561199557907229,0
False,0,False,False,True,False,knife,98388,frees.tyler,76561198002613044,0
False,0,True,True,True,True,hkp2000,98388,frees.tyler,76561198002613044,1
False,0,False,False,False,False,knife,98388,Moon,76561198049602148,0
False,0,True,True,True,True,hkp2000,98388,Moon,76561198049602148,1
False,0,False,False,False,False,knife,98388,Faat,76561198171814417,0
False,0,True,True,False,True,hkp2000,98388,Faat,76561198171814417,1
False,0,False,False,False,False,knife,98388,zig,76561198274174345,0
False,0,True,True,True,True,hkp2000,98388,zig,76561198274174345,1
False,0,False,False,True,False,knife,98388,Worfy,76561199052717313,0
False,0,True,True,True,True,hkp2000,98388,Worfy,76561199052717313,1
False,0,False,False,False,False,knife,98388,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,glock,98388,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,98388,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,glock,98388,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,True,False,knife,98388,RME | Пацан,76561199826895670,0
False,0,False,True,True,False,glock,98388,RME | Пацан,76561199826895670,1
False,0,False,False,False,False,c4,98388,Simple Dimple skins.army,76561199433997570,7
False,0,False,False,True,False,knife,98427,frees.tyler,76561198002613044,0
False,0,True,True,True,True,hkp2000,98438,frees.tyler,76561198002613044,1
False,0,False,False,True,False,knife,98449,frees.tyler,76561198002613044,0
False,0,False,False,False,False,smokegrenade,98474,Wybaczam.oficjalnie skins.army,76561199256543526,9
True,0,False,True,True,False,awp,98474,shawty#)$@,76561199557907229,5
False,0,False,False,False,False,incgrenade,98557,frees.tyler,76561198002613044,9
False,0,False,False,False,False,molotov,98558,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,galilar,98560,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,98561,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,98563,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,98565,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,98566,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,ak47,98568,RME | Пацан,76561199826895670,3
False,0,False,False,False,False,smokegrenade,98568,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,molotov,98569,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,False,False,galilar,98577,prosto bo$$,76561199068251294,3
False,0,False,False,False,False,smokegrenade,98585,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,98592,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,hegrenade,98595,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,False,False,mp9,98598,Worfy,76561199052717313,2
False,0,False,False,False,False,knife,98611,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,98632,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,98634,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,smokegrenade,98638,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,molotov,98644,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,galilar,98648,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,molotov,98662,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,98666,zig,76561198274174345,0
False,0,False,True,True,False,famas,98701,frees.tyler,76561198002613044,3
False,0,False,False,False,False,molotov,98716,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,flashbang,98720,prosto bo$$,76561199068251294,9
False,0,False,False,True,False,knife,98721,frees.tyler,76561198002613044,0
False,0,False,False,False,False,knife,98782,shawty#)$@,76561199557907229,0
True,0,False,True,True,False,awp,98783,shawty#)$@,76561199557907229,5
False,0,False,False,True,False,knife,98792,Worfy,76561199052717313,0
False,0,False,False,False,False,knife,98808,shawty#)$@,76561199557907229,0
True,0,False,True,True,False,awp,98810,shawty#)$@,76561199557907229,5
False,0,False,False,False,False,knife,98834,shawty#)$@,76561199557907229,0
True,0,False,True,True,False,awp,98836,shawty#)$@,76561199557907229,5
False,0,False,False,False,False,hegrenade,98841,frees.tyler,76561198002613044,9
False,0,False,False,False,False,flashbang,98849,frees.tyler,76561198002613044,9
False,0,False,False,False,False,incgrenade,98852,Worfy,76561199052717313,9
False,0,False,False,False,False,knife,98859,shawty#)$@,76561199557907229,0
False,0,False,False,True,False,knife,98865,Worfy,76561199052717313,0
True,0,False,True,True,False,awp,98866,shawty#)$@,76561199557907229,5
False,0,False,False,False,False,knife,98921,shawty#)$@,76561199557907229,0
False,0,False,True,True,False,galilar,98922,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,98932,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,98957,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,famas,98960,frees.tyler,76561198002613044,3
False,0,False,True,True,False,mp7,98962,Faat,76561198171814417,2
False,0,False,False,False,False,hegrenade,98971,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,98997,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,glock,99025,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,True,False,knife,99036,frees.tyler,76561198002613044,0
False,0,False,False,False,False,knife,99065,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,99070,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,99075,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,True,True,False,True,hkp2000,99081,Faat,76561198171814417,1
False,0,False,True,True,False,m4a1,99087,Moon,76561198049602148,3
False,0,False,True,True,False,mp7,99093,Faat,76561198171814417,2
False,0,False,False,False,False,knife,99104,Faat,76561198171814417,0
False,0,False,False,False,False,hegrenade,99118,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,knife,99120,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,hegrenade,99126,prosto bo$$,76561199068251294,9
False,0,False,False,False,False,knife,99168,Moon,76561198049602148,0
False,0,True,True,True,True,m4a1,99201,zig,76561198274174345,3
False,0,False,True,True,False,glock,99203,RME | Пацан,76561199826895670,1
False,0,True,True,False,True,hkp2000,99218,Faat,76561198171814417,1
False,0,False,True,True,False,mp7,99229,Faat,76561198171814417,2
False,0,False,False,False,False,knife,99237,Faat,76561198171814417,0
False,0,False,False,False,False,knife,99242,zig,76561198274174345,0
False,0,False,False,False,False,smokegrenade,99245,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,molotov,99254,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,galilar,99258,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,99263,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,99268,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,99272,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,99276,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,smokegrenade,99280,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,molotov,99283,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,galilar,99285,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,molotov,99297,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,smokegrenade,99299,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,99301,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,hegrenade,99302,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,99313,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,glock,99316,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,True,True,False,galilar,99320,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,False,False,False,molotov,99324,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,galilar,99345,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,99348,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,99349,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,99350,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,99352,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,smokegrenade,99353,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,molotov,99355,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,galilar,99357,Wybaczam.oficjalnie skins.army,76561199256543526,3
False,0,False,True,False,False,glock,99359,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,99360,Wybaczam.oficjalnie skins.army,76561199256543526,0
