canzoom,defindex,hassilencer,hastracers,ispainted,issilenced,item,tick,user_name,user_steamid,weptype
True,0,False,True,False,False,ssg08,20727,Faat,76561198171814417,5
False,0,False,False,False,False,knife,20787,Faat,76561198171814417,0
True,0,False,True,False,False,ssg08,20802,Faat,76561198171814417,5
False,0,False,True,True,False,p250,21078,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,21084,Faat,76561198171814417,5
False,0,False,False,True,False,knife,21132,Worfy,76561199052717313,0
False,0,False,False,False,False,flashbang,21144,Worfy,76561199052717313,9
False,0,False,False,True,False,knife,21181,Worfy,76561199052717313,0
False,0,False,True,False,False,ak47,21204,Worfy,76561199052717313,3
False,0,False,True,True,False,p250,21417,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,21422,Faat,76561198171814417,5
False,0,False,True,True,False,p250,21525,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,21532,Faat,76561198171814417,5
False,0,False,True,True,False,p250,21634,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,21640,Faat,76561198171814417,5
False,0,False,False,False,False,hegrenade,21692,Moon,76561198049602148,9
False,0,False,False,True,False,knife,21692,Worfy,76561199052717313,0
False,0,False,False,False,False,hegrenade,21772,Faat,76561198171814417,9
False,0,False,True,False,False,mp9,21799,prosto bo$$,76561199068251294,2
False,0,True,True,True,True,m4a1,21829,Moon,76561198049602148,3
False,0,False,False,False,False,flashbang,21865,Worfy,76561199052717313,9
True,0,False,True,False,False,ssg08,21890,Faat,76561198171814417,5
False,0,False,False,False,False,knife,21988,Faat,76561198171814417,0
False,0,False,True,False,False,ak47,22021,Worfy,76561199052717313,3
True,0,False,True,False,False,ssg08,22033,Faat,76561198171814417,5
False,0,False,False,False,False,knife,22063,Faat,76561198171814417,0
False,0,False,False,False,False,knife,22199,prosto bo$$,76561199068251294,0
False,0,False,True,False,False,mp9,22220,prosto bo$$,76561199068251294,2
False,0,False,True,True,False,p250,22231,Faat,76561198171814417,1
False,0,False,False,False,False,knife,22251,Faat,76561198171814417,0
False,0,False,False,True,False,knife,22472,Worfy,76561199052717313,0
False,0,False,False,False,False,knife,22477,Moon,76561198049602148,0
False,0,False,True,True,False,p250,22520,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,22531,Faat,76561198171814417,5
False,0,False,False,False,False,knife,22538,Faat,76561198171814417,0
False,0,False,True,False,False,ak47,22632,Worfy,76561199052717313,3
False,0,False,True,True,False,p250,22633,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,22645,Faat,76561198171814417,5
False,0,False,False,True,False,knife,22645,Worfy,76561199052717313,0
False,0,False,False,False,False,knife,22652,Faat,76561198171814417,0
False,0,True,True,True,True,hkp2000,22821,Worfy,76561199052717313,1
False,0,False,False,True,False,knife,22873,frees.tyler,76561198002613044,0
False,0,False,True,True,False,glock,22873,frees.tyler,76561198002613044,1
False,0,False,False,False,False,knife,22873,zig,76561198274174345,0
False,0,False,True,True,False,glock,22873,zig,76561198274174345,1
False,0,False,False,False,False,knife,22873,prosto bo$$,76561199068251294,0
False,0,True,True,True,True,hkp2000,22873,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,22873,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,True,True,False,True,hkp2000,22873,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,22873,Simple Dimple skins.army,76561199433997570,0
False,0,True,True,False,True,hkp2000,22873,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,22873,shawty#)$@,76561199557907229,0
False,0,True,True,True,True,hkp2000,22873,shawty#)$@,76561199557907229,1
False,0,False,False,True,False,knife,22873,RME | Пацан,76561199826895670,0
False,0,True,True,True,True,hkp2000,22873,RME | Пацан,76561199826895670,1
False,0,False,False,False,False,c4,22873,Worfy,76561199052717313,7
False,0,False,False,True,False,knife,22892,Worfy,76561199052717313,0
False,0,True,True,True,True,m4a1,22903,Moon,76561198049602148,3
False,0,False,False,False,False,hegrenade,22939,Faat,76561198171814417,9
False,0,False,False,False,False,c4,22947,Worfy,76561199052717313,7
False,0,False,True,True,False,p250,22986,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,22999,Faat,76561198171814417,5
False,0,False,False,False,False,knife,23009,Faat,76561198171814417,0
False,0,False,False,False,False,knife,23074,zig,76561198274174345,0
False,0,False,False,False,False,knife,23081,Moon,76561198049602148,0
False,0,False,False,False,False,knife,23083,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,deagle,23083,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,True,True,True,True,m4a1,23086,Moon,76561198049602148,3
False,0,False,True,True,False,galilar,23120,frees.tyler,76561198002613044,3
False,0,False,True,True,False,p250,23128,Faat,76561198171814417,1
False,0,False,True,True,False,ak47,23131,zig,76561198274174345,3
True,0,False,True,False,False,ssg08,23142,Faat,76561198171814417,5
False,0,False,False,False,False,knife,23146,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,23151,Faat,76561198171814417,0
False,0,False,False,True,False,knife,23189,frees.tyler,76561198002613044,0
False,0,False,False,False,False,knife,23194,Moon,76561198049602148,0
False,0,True,True,True,True,m4a1,23207,Moon,76561198049602148,3
False,0,True,True,True,True,m4a1,23208,RME | Пацан,76561199826895670,3
False,0,False,False,False,False,knife,23232,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,23235,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,23238,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,smokegrenade,23240,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,False,False,deagle,23243,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,smokegrenade,23260,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,True,True,True,True,hkp2000,23286,RME | Пацан,76561199826895670,1
False,0,False,False,False,False,flashbang,23289,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,hegrenade,23293,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,m4a1,23297,RME | Пацан,76561199826895670,3
False,0,False,False,True,False,knife,23312,RME | Пацан,76561199826895670,0
False,0,False,False,False,False,flashbang,23321,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,mp7,23452,prosto bo$$,76561199068251294,2
False,0,False,False,False,False,knife,23509,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,23576,Moon,76561198049602148,0
False,0,True,True,True,True,m4a1,23584,Moon,76561198049602148,3
False,0,False,False,False,False,flashbang,23655,Moon,76561198049602148,9
False,0,False,False,False,False,smokegrenade,23670,Moon,76561198049602148,9
False,0,False,False,False,False,molotov,23686,Moon,76561198049602148,9
False,0,False,False,False,False,flashbang,23698,Moon,76561198049602148,9
False,0,True,True,True,True,m4a1,23716,Moon,76561198049602148,3
False,0,False,False,False,False,knife,23748,zig,76561198274174345,0
False,0,False,False,False,False,flashbang,23751,Moon,76561198049602148,9
False,0,True,True,True,True,m4a1,23780,Moon,76561198049602148,3
False,0,False,False,False,False,smokegrenade,23782,Worfy,76561199052717313,9
False,0,False,False,False,False,flashbang,23819,Moon,76561198049602148,9
False,0,False,False,True,False,knife,23824,Worfy,76561199052717313,0
False,0,False,False,False,False,knife,23850,Moon,76561198049602148,0
False,0,False,False,False,False,knife,23860,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,23860,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,flashbang,23886,Moon,76561198049602148,9
False,0,False,False,False,False,knife,23926,Moon,76561198049602148,0
False,0,False,False,False,False,knife,23951,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,23977,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,flashbang,23987,Moon,76561198049602148,9
False,0,False,False,False,False,smokegrenade,24067,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,24091,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,24103,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,24104,Moon,76561198049602148,0
False,0,False,False,False,False,flashbang,24140,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,24156,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,24174,zig,76561198274174345,9
False,0,False,True,True,False,deagle,24196,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,24213,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,24228,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,24231,shawty#)$@,76561199557907229,0
False,0,False,True,True,False,deagle,24231,shawty#)$@,76561199557907229,1
False,0,False,False,False,False,knife,24247,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,False,False,deagle,24266,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,flashbang,24318,Worfy,76561199052717313,9
False,0,False,False,False,False,smokegrenade,24338,Worfy,76561199052717313,9
False,0,False,False,False,False,knife,24369,shawty#)$@,76561199557907229,0
True,0,False,True,False,False,ssg08,24384,Faat,76561198171814417,5
False,0,False,False,False,False,knife,24386,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,24390,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,24398,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,smokegrenade,24413,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,flashbang,24413,shawty#)$@,76561199557907229,9
False,0,False,False,False,False,smokegrenade,24421,shawty#)$@,76561199557907229,9
False,0,True,True,True,True,hkp2000,24503,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,smokegrenade,24545,zig,76561198274174345,9
False,0,False,False,False,False,hegrenade,24561,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,24575,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,flashbang,24592,zig,76561198274174345,9
False,0,True,True,True,True,m4a1,24598,Moon,76561198049602148,3
False,0,False,True,True,False,mp7,24602,prosto bo$$,76561199068251294,2
False,0,False,True,True,False,galilar,24609,frees.tyler,76561198002613044,3
False,0,False,True,True,False,m4a1,24616,RME | Пацан,76561199826895670,3
False,0,False,True,False,False,deagle,24629,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,True,False,knife,24635,Worfy,76561199052717313,0
False,0,False,False,False,False,hegrenade,24640,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,24660,shawty#)$@,76561199557907229,0
False,0,False,False,False,False,flashbang,24665,Simple Dimple skins.army,76561199433997570,9
False,0,False,True,True,False,ak47,24717,zig,76561198274174345,3
False,0,False,False,False,False,flashbang,24792,shawty#)$@,76561199557907229,9
False,0,False,True,True,False,deagle,24825,Simple Dimple skins.army,76561199433997570,1
False,0,False,True,True,False,deagle,24894,shawty#)$@,76561199557907229,1
False,0,False,True,True,False,p250,24924,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,24930,Faat,76561198171814417,5
False,0,False,False,False,False,knife,24954,Faat,76561198171814417,0
False,0,False,True,False,False,ak47,24971,Worfy,76561199052717313,3
False,0,False,False,False,False,c4,24993,Worfy,76561199052717313,7
False,0,False,True,False,False,ak47,24999,Worfy,76561199052717313,3
False,0,False,False,True,False,knife,25137,Worfy,76561199052717313,0
True,0,False,True,False,False,ssg08,25192,Faat,76561198171814417,5
False,0,False,False,False,False,knife,25321,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,hegrenade,25336,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,c4,25429,Worfy,76561199052717313,7
False,0,False,True,True,False,p250,25488,Faat,76561198171814417,1
False,0,False,True,False,False,ak47,25520,Worfy,76561199052717313,3
False,0,False,False,False,False,flashbang,25520,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,smokegrenade,25530,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,c4,25560,Worfy,76561199052717313,7
False,0,False,True,False,False,ak47,25580,Worfy,76561199052717313,3
False,0,False,True,False,False,deagle,25584,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,True,False,knife,25630,RME | Пацан,76561199826895670,0
False,0,False,True,True,False,m4a1,25634,RME | Пацан,76561199826895670,3
False,0,False,False,False,False,smokegrenade,25673,shawty#)$@,76561199557907229,9
False,0,False,False,False,False,knife,25739,Faat,76561198171814417,0
False,0,False,True,True,False,deagle,25752,shawty#)$@,76561199557907229,1
False,0,False,False,False,False,knife,25762,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,c4,25838,Faat,76561198171814417,7
True,0,False,True,False,False,ssg08,25855,Faat,76561198171814417,5
False,0,False,True,True,False,deagle,25860,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,hegrenade,25863,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,25866,shawty#)$@,76561199557907229,0
False,0,False,False,False,False,knife,25879,Faat,76561198171814417,0
False,0,False,True,True,False,deagle,25902,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,25907,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,knife,25935,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,True,True,False,deagle,25947,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,False,False,ssg08,25950,Faat,76561198171814417,5
False,0,False,False,False,False,hegrenade,25954,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,False,False,knife,26074,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,26076,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,26118,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,26128,shawty#)$@,76561199557907229,1
False,0,False,True,False,False,deagle,26179,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,26183,Faat,76561198171814417,0
False,0,False,False,False,False,knife,26234,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,flashbang,26237,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,True,False,deagle,26283,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,False,False,ssg08,26304,Faat,76561198171814417,5
False,0,False,False,False,False,knife,26317,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,26330,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,26368,Faat,76561198171814417,0
False,0,False,True,False,False,deagle,26398,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,26419,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,26421,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,knife,26466,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,knife,26603,shawty#)$@,76561199557907229,0
False,0,False,True,True,False,deagle,26619,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,26683,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,26686,Simple Dimple skins.army,76561199433997570,9
True,0,False,True,False,False,ssg08,26696,Faat,76561198171814417,5
False,0,False,True,True,False,deagle,26771,shawty#)$@,76561199557907229,1
False,0,False,True,True,False,p250,26818,Faat,76561198171814417,1
False,0,False,False,False,False,knife,26824,Simple Dimple skins.army,76561199433997570,0
False,0,False,True,True,False,deagle,26826,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,26844,Faat,76561198171814417,0
False,0,False,False,False,False,knife,26848,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,26889,Simple Dimple skins.army,76561199433997570,9
False,0,False,True,True,False,deagle,27032,Simple Dimple skins.army,76561199433997570,1
True,0,False,True,False,False,ssg08,27119,Faat,76561198171814417,5
False,0,False,False,False,False,flashbang,27265,zig,76561198274174345,9
False,0,False,False,False,False,smokegrenade,27274,zig,76561198274174345,9
False,0,False,True,True,False,ak47,27423,zig,76561198274174345,3
False,0,False,False,False,False,knife,27424,Faat,76561198171814417,0
True,0,False,True,False,False,ssg08,27433,Faat,76561198171814417,5
False,0,False,False,False,False,knife,27623,Faat,76561198171814417,0
False,0,False,False,False,False,knife,27683,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,hegrenade,27684,Faat,76561198171814417,9
False,0,False,False,False,False,flashbang,27695,Faat,76561198171814417,9
False,0,False,False,False,False,smokegrenade,27705,Faat,76561198171814417,9
False,0,False,True,True,False,deagle,27804,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,27817,Simple Dimple skins.army,76561199433997570,0
True,0,False,True,False,False,ssg08,27841,Faat,76561198171814417,5
False,0,False,False,False,False,knife,27847,Faat,76561198171814417,0
False,0,False,True,True,False,deagle,27868,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,27880,Simple Dimple skins.army,76561199433997570,0
True,0,False,True,False,False,ssg08,28059,Faat,76561198171814417,5
False,0,False,False,False,False,flashbang,28112,zig,76561198274174345,9
False,0,False,False,False,False,molotov,28122,zig,76561198274174345,9
False,0,False,True,True,False,deagle,28148,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,hegrenade,28200,Faat,76561198171814417,9
False,0,False,False,False,False,flashbang,28211,Faat,76561198171814417,9
False,0,False,False,False,False,molotov,28221,Faat,76561198171814417,9
False,0,False,True,True,False,ak47,28255,zig,76561198274174345,3
False,0,False,False,True,False,knife,28255,Worfy,76561199052717313,0
False,0,False,False,False,False,knife,28285,Faat,76561198171814417,0
False,0,False,False,False,False,c4,28317,Faat,76561198171814417,7
False,0,False,True,False,False,ak47,28395,Worfy,76561199052717313,3
True,0,False,True,False,False,ssg08,28596,Faat,76561198171814417,5
False,0,False,False,False,False,knife,28866,Faat,76561198171814417,0
True,0,False,True,False,False,ssg08,28875,Faat,76561198171814417,5
False,0,False,False,True,False,knife,28898,Worfy,76561199052717313,0
False,0,False,False,False,False,knife,28913,Faat,76561198171814417,0
False,0,False,False,False,False,knife,29119,zig,76561198274174345,0
False,0,False,True,False,False,ak47,29245,Worfy,76561199052717313,3
False,0,False,False,True,False,knife,29251,Worfy,76561199052717313,0
False,0,False,True,True,False,p250,29291,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,29302,Faat,76561198171814417,5
False,0,False,False,True,False,knife,29302,frees.tyler,76561198002613044,0
False,0,False,True,True,False,glock,29302,frees.tyler,76561198002613044,1
False,0,False,False,False,False,knife,29302,Moon,76561198049602148,0
False,0,False,True,True,False,glock,29302,Moon,76561198049602148,1
False,0,False,False,False,False,knife,29302,prosto bo$$,76561199068251294,0
False,0,True,True,True,True,hkp2000,29302,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,29302,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,True,True,False,True,hkp2000,29302,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,29302,Simple Dimple skins.army,76561199433997570,0
False,0,True,True,False,True,hkp2000,29302,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,29302,shawty#)$@,76561199557907229,0
False,0,True,True,True,True,hkp2000,29302,shawty#)$@,76561199557907229,1
False,0,False,False,True,False,knife,29302,RME | Пацан,76561199826895670,0
False,0,True,True,True,True,hkp2000,29302,RME | Пацан,76561199826895670,1
False,0,False,False,False,False,c4,29302,zig,76561198274174345,7
False,0,False,True,False,False,ak47,29306,Worfy,76561199052717313,3
False,0,False,False,False,False,knife,29309,Faat,76561198171814417,0
False,0,False,False,True,False,knife,29319,Worfy,76561199052717313,0
False,0,False,True,False,False,ak47,29397,Worfy,76561199052717313,3
True,0,False,True,True,False,ssg08,29405,prosto bo$$,76561199068251294,5
False,0,False,False,True,False,knife,29407,Worfy,76561199052717313,0
False,0,False,False,False,False,smokegrenade,29415,Faat,76561198171814417,9
False,0,False,False,False,False,knife,29437,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,p250,29450,Faat,76561198171814417,1
False,0,False,False,False,False,knife,29458,zig,76561198274174345,0
False,0,False,False,False,False,knife,29458,Simple Dimple skins.army,76561199433997570,0
True,0,False,True,False,False,ssg08,29462,Faat,76561198171814417,5
False,0,False,False,False,False,knife,29469,Faat,76561198171814417,0
False,0,True,True,True,True,hkp2000,29477,Worfy,76561199052717313,1
False,0,False,True,False,False,ak47,29485,Worfy,76561199052717313,3
False,0,False,False,False,False,smokegrenade,29496,Worfy,76561199052717313,9
False,0,False,False,False,False,flashbang,29501,Worfy,76561199052717313,9
False,0,False,False,False,False,hegrenade,29505,Worfy,76561199052717313,9
False,0,False,False,False,False,hegrenade,29519,zig,76561198274174345,9
False,0,True,True,True,True,hkp2000,29524,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,29540,prosto bo$$,76561199068251294,0
False,0,False,True,False,False,mp9,29541,Wybaczam.oficjalnie skins.army,76561199256543526,2
False,0,False,True,True,False,ak47,29568,frees.tyler,76561198002613044,3
False,0,False,True,False,False,m4a1,29571,shawty#)$@,76561199557907229,3
False,0,True,True,True,True,hkp2000,29589,shawty#)$@,76561199557907229,1
False,0,False,False,True,False,knife,29596,frees.tyler,76561198002613044,0
False,0,False,True,True,False,p250,29620,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,29632,Faat,76561198171814417,5
False,0,False,False,False,False,knife,29639,Faat,76561198171814417,0
False,0,False,True,False,False,m4a1,29651,RME | Пацан,76561199826895670,3
False,0,True,True,False,True,hkp2000,29682,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,29683,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,False,False,flashbang,29686,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,True,False,False,mp9,29689,Wybaczam.oficjalnie skins.army,76561199256543526,2
False,0,False,False,False,False,knife,29696,zig,76561198274174345,0
False,0,False,True,True,False,ak47,29723,Moon,76561198049602148,3
False,0,False,False,False,False,c4,29742,zig,76561198274174345,7
False,0,False,True,True,False,m4a1,29749,Simple Dimple skins.army,76561199433997570,3
False,0,False,False,False,False,knife,29790,zig,76561198274174345,0
False,0,False,False,False,False,knife,29828,Moon,76561198049602148,0
False,0,True,True,False,True,hkp2000,29858,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,29877,Simple Dimple skins.army,76561199433997570,0
False,0,True,True,True,True,hkp2000,29895,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,knife,29912,shawty#)$@,76561199557907229,0
False,0,False,True,True,False,deagle,29912,shawty#)$@,76561199557907229,1
False,0,False,True,True,False,ak47,29939,frees.tyler,76561198002613044,3
False,0,False,False,True,False,knife,29944,frees.tyler,76561198002613044,0
False,0,False,False,False,False,knife,29996,shawty#)$@,76561199557907229,0
True,0,False,True,True,False,ssg08,30038,prosto bo$$,76561199068251294,5
False,0,False,False,True,False,knife,30096,RME | Пацан,76561199826895670,0
False,0,False,True,True,False,deagle,30097,prosto bo$$,76561199068251294,1
False,0,True,True,True,True,hkp2000,30118,shawty#)$@,76561199557907229,1
False,0,True,True,True,True,hkp2000,30133,RME | Пацан,76561199826895670,1
False,0,False,False,False,False,knife,30398,prosto bo$$,76561199068251294,0
False,0,False,True,True,False,deagle,30407,prosto bo$$,76561199068251294,1
False,0,False,True,False,False,m4a1,30472,RME | Пацан,76561199826895670,3
False,0,False,False,False,False,knife,30472,prosto bo$$,76561199068251294,0
False,0,False,False,False,False,knife,30479,shawty#)$@,76561199557907229,0
False,0,False,False,False,False,flashbang,30495,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,smokegrenade,30507,RME | Пацан,76561199826895670,9
False,0,False,True,True,False,ak47,30509,frees.tyler,76561198002613044,3
False,0,False,False,False,False,incgrenade,30518,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,smokegrenade,30537,shawty#)$@,76561199557907229,9
False,0,False,False,False,False,flashbang,30557,RME | Пацан,76561199826895670,9
False,0,True,True,False,True,hkp2000,30561,Wybaczam.oficjalnie skins.army,76561199256543526,1
False,0,False,False,False,False,knife,30564,Wybaczam.oficjalnie skins.army,76561199256543526,0
False,0,False,False,True,False,knife,30565,frees.tyler,76561198002613044,0
False,0,False,False,False,False,smokegrenade,30572,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,flashbang,30590,Wybaczam.oficjalnie skins.army,76561199256543526,9
False,0,False,False,True,False,knife,30591,RME | Пацан,76561199826895670,0
False,0,False,False,False,False,hegrenade,30595,zig,76561198274174345,9
False,0,False,False,False,False,hegrenade,30605,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,flashbang,30608,zig,76561198274174345,9
False,0,False,False,False,False,knife,30613,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,smokegrenade,30619,zig,76561198274174345,9
False,0,False,False,True,False,knife,30625,Worfy,76561199052717313,0
False,0,False,True,True,False,deagle,30716,prosto bo$$,76561199068251294,1
True,0,False,True,True,False,ssg08,30725,prosto bo$$,76561199068251294,5
True,0,False,True,False,False,ssg08,30738,Faat,76561198171814417,5
False,0,False,False,False,False,flashbang,30779,Worfy,76561199052717313,9
False,0,False,False,False,False,smokegrenade,30789,Worfy,76561199052717313,9
False,0,False,False,False,False,hegrenade,30928,Simple Dimple skins.army,76561199433997570,9
False,0,False,False,False,False,flashbang,30930,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,knife,30940,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,smokegrenade,30940,RME | Пацан,76561199826895670,9
False,0,False,False,False,False,incgrenade,30961,RME | Пацан,76561199826895670,9
False,0,False,True,True,False,p250,30983,Faat,76561198171814417,1
True,0,False,True,False,False,ssg08,30987,Faat,76561198171814417,5
False,0,False,True,True,False,deagle,30989,prosto bo$$,76561199068251294,1
False,0,False,False,False,False,hegrenade,30994,frees.tyler,76561198002613044,9
True,0,False,True,True,False,ssg08,30994,prosto bo$$,76561199068251294,5
False,0,False,False,False,False,c4,31003,zig,76561198274174345,7
False,0,False,True,True,False,ak47,31005,frees.tyler,76561198002613044,3
False,0,False,True,True,False,ak47,31047,zig,76561198274174345,3
False,0,False,True,True,False,deagle,31089,prosto bo$$,76561199068251294,1
True,0,False,True,True,False,ssg08,31094,prosto bo$$,76561199068251294,5
False,0,False,False,False,False,hegrenade,31121,Simple Dimple skins.army,76561199433997570,9
False,0,False,True,False,False,m4a1,31123,RME | Пацан,76561199826895670,3
False,0,False,True,True,False,ak47,31125,Moon,76561198049602148,3
False,0,False,False,False,False,knife,31131,Simple Dimple skins.army,76561199433997570,0
False,0,False,False,False,False,knife,31148,zig,76561198274174345,0
False,0,True,True,False,True,hkp2000,31154,Simple Dimple skins.army,76561199433997570,1
False,0,False,False,False,False,knife,31167,Moon,76561198049602148,0
False,0,False,True,False,False,mp9,31179,Wybaczam.oficjalnie skins.army,76561199256543526,2
False,0,False,True,True,False,m4a1,31182,Simple Dimple skins.army,76561199433997570,3
False,0,False,True,True,False,ak47,31244,zig,76561198274174345,3
False,0,False,True,True,False,ak47,31327,Moon,76561198049602148,3
False,0,False,False,False,False,knife,31344,Faat,76561198171814417,0
False,0,False,False,False,False,flashbang,31347,RME | Пацан,76561199826895670,9
True,0,False,True,False,False,ssg08,31352,Faat,76561198171814417,5
False,0,False,False,False,False,smokegrenade,31357,RME | Пацан,76561199826895670,9
False,0,False,False,True,False,knife,31360,Worfy,76561199052717313,0
