haskit,tick,user_name,user_steamid
False,7215,RME | Пацан,76561199826895670
False,54390,shawty#)$@,76561199557907229
False,54537,shawty#)$@,76561199557907229
False,54954,RME | Пацан,76561199826895670
True,61630,Wybaczam.oficjalnie skins.army,76561199256543526
True,132879,frees.tyler,76561198002613044
