angles_x,angles_y,angles_z,attack_type,ent_origin_x,ent_origin_y,ent_origin_z,inaccuracy,item_def_index,mode,num_bullets_remaining,origin_x,origin_y,origin_z,player,player_inair,player_scoped,recoil_index,round,seed,sound_dsp_effect,sound_type,spread,tick,user_name,user_steamid,weapon_id
1.1633909,171.01106,0.00022103844,0,-404.9433,1371.6127,-126.383095,0.012532802,7,0,24,-404.75256,1372.9315,-62.828564,13189600,,,2.0,7,4009294104,1605961519,2,0.0006,42733,Simple Dimple skins.army,76561199433997570,4456765
5.4467106,-10.690855,1.5451743e-08,0,-869.0385,1473.6519,-111.36706,0.034939215,17,0,25,-870.22644,1472.5582,-48.07071,4604380,,,4.0,7,1382590869,2420502755,2,0.0006,42734,zig,76561198274174345,688626
5.9158955,-13.339553,3.7610553e-07,0,-864.2041,1477.6885,-111.219215,0.025317853,17,0,24,-864.86145,1477.1836,-47.9246,4604380,,,5.0,7,3360086366,2420502755,2,0.0006,42739,zig,76561198274174345,688626
0.692358,170.1159,-2.085081e-09,0,-405.3383,1369.1653,-126.30949,0.014675656,7,0,23,-405.1412,1370.3391,-62.774246,13189600,,,3.0,7,3760759847,1605961519,2,0.0006,42739,Simple Dimple skins.army,76561199433997570,4456765
5.273733,-13.278414,4.270847e-07,0,-858.564,1481.7338,-111.012794,0.028733516,17,0,23,-859.5679,1481.0413,-47.794464,4604380,,,6.0,7,1338569289,2420502755,2,0.0006,42744,zig,76561198274174345,688626
0.369215,167.79459,-1.001349e-08,0,-405.77728,1366.8497,-126.19799,0.016458336,7,0,22,-405.59845,1367.7295,-62.72491,13189600,,,4.0,7,886154125,1605961519,2,0.0006,42745,Simple Dimple skins.army,76561199433997570,4456765
4.311842,-14.528228,1.1348403e-07,0,-852.2492,1485.8649,-110.63625,0.02981606,17,0,22,-853.6226,1484.9946,-47.6054,4604380,,,7.0,7,3370605460,2420502755,2,0.0006,42749,zig,76561198274174345,688626
-0.2686677,166.01782,-3.6240255e-07,0,-406.34857,1364.4324,-126.03652,0.017260294,7,0,21,-406.10376,1365.4202,-62.64961,13189600,,,5.0,7,1030624512,1605961519,2,0.0006,42752,Simple Dimple skins.army,76561199433997570,4456765
3.4687567,-16.877325,2.3039611e-07,0,-845.9559,1489.6895,-110.285934,0.021555055,17,0,21,-847.0861,1489.0237,-47.388596,4604380,,,8.0,7,2361508129,2420502755,2,0.0006,42754,zig,76561198274174345,688626
3.7056026,-16.530735,-3.6816339e-06,0,-842.565,1491.5771,-110.11194,0.02238009,17,0,20,-842.9706,1491.3567,-47.1948,4604380,,,9.0,7,4292879933,2420502755,2,0.0006,42758,zig,76561198274174345,688626
-1.8574848,165.29062,-2.2396597e-07,0,-406.87726,1362.4362,-125.90202,0.01858332,7,0,20,-406.667,1363.2119,-62.579384,13189600,,,6.0,7,3234217371,1605961519,2,0.0006,42758,Simple Dimple skins.army,76561199433997570,4456765
3.397182,-16.445969,1.2823216e-06,0,-837.52344,1494.251,-109.81664,0.022124577,17,0,19,-838.208,1493.8928,-46.982758,4604380,,,10.0,7,1064170766,2420502755,2,0.0006,42763,zig,76561198274174345,688626
