attacker_slot,damage,hit_group,is_kill,penetration_count,round,tick,victim_pos_x,victim_pos_y,victim_pos_z,victim_slot
5,5,3,False,0,17,111636,-1845.7341,-330.79962,103.23042,7
2,13,2,False,0,17,113937,-155.38042,828.7086,1.6699139,9
2,14,2,False,0,17,113946,-152.51936,852.95703,1.5617148,9
2,56,1,False,0,17,113950,-153.62637,851.85004,1.5272061,9
9,27,5,False,0,17,113953,-504.1092,1050.1338,-59.73463,2
9,14,2,False,1,17,113972,-493.8498,1066.0396,-61.963108,2
2,56,1,True,0,17,113977,-161.33257,840.2376,1.4353014,9
3,107,1,True,0,17,114145,-272.3046,458.35727,-2.7570562,8
7,109,2,True,0,17,114275,628.78754,753.5121,0.88476074,0
6,136,3,True,0,17,114771,-435.23315,861.75653,-22.144232,2
5,27,2,False,0,17,114896,-293.77026,925.8152,-27.421583,1
1,20,5,False,0,17,114900,-598.6152,564.05725,8.29285,5
5,27,2,False,0,17,114903,-297.66516,930.0104,-28.47039,1
5,28,2,False,0,17,114909,-303.5497,935.0381,-29.727312,1
5,27,5,True,0,17,114925,-303.4375,935.2588,-29.782495,1
3,27,2,False,0,17,115609,-149.06563,1219.1461,-0.11222784,7
3,34,3,False,0,17,115622,-191.22021,1087.5819,23.557226,5
3,28,2,False,0,17,115628,-178.31747,1097.2902,8.580931,5
3,28,2,False,0,17,115635,-149.27171,1240.8168,0.123744,7
3,28,2,False,0,17,115641,-150.46255,1247.4816,0.20309976,7
3,28,2,True,0,17,115648,-151.69315,1252.2028,0.21377169,7
3,8,4,False,1,17,115648,-169.76476,1102.3787,0.057140637,5
5,28,2,False,0,17,115648,-151.02391,1368.1439,-0.11051917,3
5,28,5,False,0,17,115655,-151.02391,1368.1439,-0.11051917,3
3,27,5,True,0,17,115660,-175.87505,1102.8824,0.048409015,5
4,35,2,True,0,18,116070,-611.9109,504.855,8.522909,6
1,16,2,False,0,18,118487,-1952.1768,1377.4594,30.482643,8
1,15,2,False,0,18,118492,-1952.1395,1209.4528,31.553833,9
1,15,4,False,0,18,118497,-1954.539,1215.692,31.453619,9
1,16,4,False,0,18,118508,-1957.0673,1208.3158,31.611048,9
3,26,4,False,0,18,119203,-1132.1552,1488.1165,-75.96875,5
5,106,1,True,0,18,119260,29.438757,1393.0393,-0.19272795,3
5,108,1,True,0,18,119324,-392.59995,1377.3654,-126.47656,2
4,81,1,True,0,18,119824,-1942.0629,1691.6871,34.003136,8
4,77,1,True,0,18,119891,-2031.5028,1272.829,32.878265,9
5,33,3,False,0,18,120599,1210.445,2599.737,116.756195,0
5,34,3,False,0,18,120626,1251.8617,2613.661,147.83125,0
5,33,3,True,0,18,120633,1260.4601,2616.5515,136.58153,0
1,17,2,False,0,18,122140,-536.2703,2086.231,-120.23496,7
1,16,5,False,0,18,122155,-565.31396,2101.9478,-118.690475,7
1,17,5,False,0,18,122161,-571.5525,2102.2527,-118.531944,7
1,16,2,False,0,18,122201,-603.2373,2135.838,-118.819954,7
1,20,3,True,0,18,122217,-613.2126,2141.603,-118.874054,7
4,30,3,False,0,18,122723,-1985.5697,1773.4395,32.29237,5
4,25,7,False,0,18,122738,-1988.7566,1775.7168,32.950665,5
5,138,1,True,0,18,122741,-1389.6484,2619.972,120.167336,4
1,27,2,True,0,18,122791,-1998.8092,1786.8214,33.03125,5
6,33,3,False,0,18,123427,-1255.9968,2575.9312,70.38398,1
1,26,2,False,0,18,123434,-357.78497,1949.5597,-125.99494,6
6,27,2,False,0,18,123434,-1254.9001,2575.924,70.341415,1
6,26,5,False,0,18,123440,-1254.9001,2575.924,70.341415,1
6,34,3,True,0,19,123446,-1254.9001,2575.924,70.341415,1
7,63,1,False,0,19,125395,-1076.0,-843.0,116.789474,5
8,30,1,False,0,19,125462,-1076.0,-843.0,116.789474,5
8,30,1,True,0,19,125462,-1076.0,-843.0,116.789474,5
1,47,1,False,1,19,126574,647.1037,96.82776,-0.9159589,9
9,111,2,True,0,19,126574,621.41205,500.595,1.0582716,1
2,13,2,False,0,19,126986,-583.7315,561.01794,8.198477,6
2,14,2,False,0,19,126990,-582.46936,560.2352,8.19589,6
2,55,1,False,0,19,126995,-580.52057,559.08734,8.190615,6
2,14,2,False,0,19,126999,-579.10065,558.3137,8.175818,6
2,14,2,True,0,19,127004,-577.75604,557.65454,8.161111,6
4,22,5,False,0,19,127780,-333.27634,-751.33826,79.392715,7
4,22,2,False,0,19,127804,-337.0446,-739.0206,81.67693,7
4,22,2,False,0,19,127829,-332.7007,-731.50745,83.63968,7
4,28,3,False,0,19,127835,-325.57095,-730.0139,82.52595,7
4,28,3,True,0,19,127871,-307.76617,-694.7367,81.85602,7
3,24,4,False,0,19,128524,712.2568,-308.966,8.776478,9
3,24,2,False,0,19,128539,706.22534,-314.90546,7.893835,9
3,12,2,True,1,20,128558,693.9694,-320.54956,6.126874,9
7,13,2,False,0,20,131421,-971.19073,2222.295,-58.527042,0
0,137,3,True,0,20,131434,-2027.4137,2188.5386,-0.75301,7
6,28,3,False,0,20,131739,-1325.1882,2185.523,2.2214458,0
6,23,5,False,0,20,131745,-1328.4608,2179.1072,2.1701593,0
5,27,2,False,0,20,131749,-1328.961,2178.1714,2.1785924,0
5,28,2,True,0,20,131755,-1329.7883,2176.753,2.2080631,0
4,25,2,False,0,20,131787,-1898.6157,2552.6003,31.575958,9
9,14,2,False,0,20,131792,-1195.0667,2685.3179,85.49335,4
9,84,1,False,0,20,131933,-1211.3179,2686.5154,88.32129,4
9,15,5,True,0,20,131938,-1211.3179,2686.5154,88.32129,4
2,31,3,False,0,20,132286,-1878.8804,2489.209,27.434076,6
2,31,3,True,0,20,132292,-1877.3586,2488.3574,27.55746,6
5,27,5,False,0,20,132522,-1900.2198,2412.637,15.313087,2
2,90,1,True,0,20,132528,-1678.776,2605.7075,6.6969886,5
9,14,2,False,0,20,132689,-1375.9979,2772.075,99.66105,3
9,58,1,False,0,20,132693,-1381.3573,2775.0518,83.04529,3
9,15,2,False,0,20,132711,-1399.4175,2778.197,17.326105,3
9,18,3,True,0,20,132716,-1399.4175,2778.197,17.326105,3
2,12,2,False,1,20,132730,-2068.9275,2918.151,33.717575,9
2,86,1,True,0,20,132737,-2067.6753,2924.7,33.82381,9
2,25,5,False,0,21,135833,-492.11752,812.08795,-5.2778378,9
2,25,2,False,0,21,135839,-487.91705,834.5496,-10.689163,9
2,31,3,False,0,21,135846,-486.75516,839.7835,-11.898565,9
0,28,3,True,0,21,135851,-486.68817,840.0821,-11.965757,9
0,23,5,False,0,21,135994,-149.06285,944.1601,1.4451779,5
5,27,2,False,0,21,136010,-128.71152,1509.202,0.56431174,0
0,125,1,True,0,21,136011,-151.97308,617.8421,2.031249,7
0,28,3,False,0,21,136017,-150.16356,964.7383,1.4574481,5
5,27,2,False,0,21,136017,-126.7294,1509.1688,0.55845976,0
0,22,2,False,0,21,136023,-153.94966,966.0873,1.4582511,5
0,22,2,True,0,21,136029,-156.59749,966.49945,1.4584978,5
6,22,2,False,0,21,136129,868.4979,886.09875,0.3833633,3
3,141,1,True,0,22,136132,539.6536,659.4986,1.4105285,6
6,26,2,False,0,22,139348,-1882.5347,2163.7827,-2.3528595,1
6,108,1,True,0,22,139367,-1854.0536,2142.234,-3.255449,1
5,16,2,False,0,22,139502,-297.43753,1050.7056,-58.64418,2
5,16,4,False,0,22,139507,-296.9328,1059.5906,-60.865433,2
5,20,3,False,0,22,139527,-295.2957,1076.352,-65.05581,2
5,20,3,False,0,22,139532,-295.941,1078.8428,-65.678474,2
5,21,3,False,0,22,139537,-296.5768,1081.5851,-66.36406,2
5,16,2,True,0,22,139543,-296.28156,1083.7468,-66.90451,2
5,22,3,False,0,22,140212,-98.39141,1579.1116,2.3340025,3
5,17,2,False,0,22,140217,-92.02676,1581.6603,2.461357,3
5,17,2,False,0,22,140222,-88.49355,1581.9371,2.4710772,3
3,110,1,True,0,22,140225,-275.07205,1382.6964,-27.96875,5
3,26,5,True,0,22,140820,-1199.6357,1430.8799,-107.65772,6
7,285,1,True,0,22,141022,86.34787,1438.3923,-0.401926,3
4,30,3,False,0,22,141598,-2134.71,1954.8219,3.5241425,9
4,24,5,False,0,22,141625,-2108.357,1945.1791,2.6714823,9
4,30,3,False,0,22,141647,-2082.5305,1935.4133,1.4109548,9
9,90,3,False,0,22,141672,-1837.547,2711.2659,32.667686,4
7,9,3,False,1,22,142138,-1578.9614,2568.178,3.3806877,4
7,9,3,True,1,22,142148,-1578.9484,2587.2173,3.8872414,4
7,24,2,False,0,22,143578,-1455.9059,2077.278,2.0537603,0
0,22,2,True,0,22,143590,-1993.3756,2871.809,31.9767,9
7,25,2,False,0,22,143598,-1476.7891,2059.3945,1.4904982,0
7,31,3,False,0,22,143604,-1483.5671,2055.182,1.2773873,0
7,86,1,True,0,23,143623,-1498.2391,2045.8967,0.78283787,0
